race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,29,JUNGHyunWoo(Andy),8575,AUS,41.791,Q
0,2,2,,77,TRANAaron,8528,USA,41.850,Q
0,3,3,,160,MichalDOMANSKI,9187,POL,42.277,
0,4,4,,164,MarkCHONG,9109,ITA,42.474,
0,5,5,,134,TunaySIMSEK,9010,TUR,42.653,
1,1,2,,156,HONGKyungHwan,9190,KOR,41.744,Q
1,2,1,,9,JackWHELBOURNE,7437,GBR,41.818,Q
1,3,3,,49,HANDEIVolodymyr,8525,UKR,42.198,
1,4,4,,120,VANHOORENRino,8721,BEL,43.138,
1,5,5,,146,SimonFRANCIS,6452,AUS,43.282,
2,1,1,,81,TREACYFarrell,8392,GBR,41.734,Q
2,2,3,,36,RobertsZVEJNIEKS,8490,LAT,42.259,Q
2,3,2,,22,JensALMEY,8595,BEL,42.457,
2,4,4,,132,TsvetanTSANKOV,7431,BUL,42.791,
2,5,5,,145,LukeCULLEN,9194,AUS,45.131,
3,1,3,,83,SHULGINOVAlexander,8752,RUS,41.100,Q
3,2,2,,121,PaulBEAUCHAMP,8560,FRA,41.321,Q
3,3,1,,86,BREEUWSMADaan,7218,NED,41.869,q
3,4,4,,122,JasonCLAGUE,8636,NZL,43.227,
3,5,5,,48,ANDERMANNDominic,8078,AUT,43.301,
4,1,1,,166,BLACKBURNMackenzie,7434,TPE,41.773,Q
4,2,4,,115,DavutTAHTACI,8647,TUR,42.831,Q
4,3,5,,173,HANDEIOleh,9073,UKR,44.806,
4,4,2,,68,HironobuMURATAKE,8671,JPN,1:14.868,
4,5,3,,153,ANTONIOLIMattia,8572,ITA,1:25.120,
5,1,1,,175,PIVIROTTORyan,8650,USA,41.840,Q
5,2,3,,31,deLAATItzhak,7746,NED,41.956,Q
5,3,2,,58,DanIWASA,8394,JPN,42.078,
5,4,4,,26,MenderesEREN,8351,TUR,43.181,
5,5,5,,38,LucasNG,8067,SGP,43.603,
6,1,2,,88,ThomasInsukHONG,8084,USA,41.440,Q
6,2,1,,84,CASSINELLIAndrea,7741,ITA,41.486,Q
6,3,3,,142,GOEMINNEGert-Jan,8707,BEL,41.594,q
6,4,4,,150,SebastianCANO,9201,COL,43.316,
6,5,5,,125,DanielZASTRUGOV,7915,BUL,46.227,
