season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),2000mRelay,x,Quarterfinals,1,1,2,,323,KOREA,9475,KOR,2:41.166,Q
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),2000mRelay,x,Quarterfinals,1,2,4,,318,JAPAN,9473,JPN,2:41.437,Q
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),2000mRelay,x,Quarterfinals,1,3,1,,303,CANADA,9467,CAN,2:41.725,
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),2000mRelay,x,Quarterfinals,1,4,3,,331,POLAND,9477,POL,2:44.288,
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),2000mRelay,x,Quarterfinals,2,1,3,,338,UNITEDSTATES,9479,USA,2:44.468,Q
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),2000mRelay,x,Quarterfinals,2,3,4,,315,ITALY,9472,ITA,2:51.225,ADV
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),2000mRelay,x,Quarterfinals,2,PEN,2,,312,HUNGARY,9471,HUN,PEN,
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),2000mRelay,x,Quarterfinals,3,1,1,,333,RUSSIA,9478,RUS,2:41.143,Q
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),2000mRelay,x,Quarterfinals,3,2,3,,308,FRANCE,9469,FRA,2:41.311,Q
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),2000mRelay,x,Quarterfinals,3,3,2,,329,NETHERLANDS,9476,NED,2:41.315,q
2019-2020,ISU World Cup 2019/20 - Nagoya (JPN),2000mRelay,x,Quarterfinals,3,YC,4,,301,BELARUS,9485,BLR,YC,
