season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Quarterfinals,1,1,2,,17,ZAKHAROVAEvgeniya,7715,RUS,44.756,Q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Quarterfinals,1,2,1,,19,VIVIANIElena,7583,ITA,44.887,Q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Quarterfinals,1,3,4,,40,AnnaSEIDEL,8562,GER,45.255,,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Quarterfinals,1,4,3,,22,PetraJASZAPATI,8611,HUN,45.303,,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Quarterfinals,2,1,4,,26,CharlotteGILMARTIN,7136,GBR,45.881,Q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Quarterfinals,2,2,2,,15,PIERRONVeronique,6196,FRA,45.999,Q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Quarterfinals,2,3,1,,118,JorienterMORS,6146,NED,46.012,,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Quarterfinals,2,4,3,,61,LuciaPERETTI,7160,ITA,46.577,,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Quarterfinals,3,1,2,,81,SCHULTINGSuzanne,8493,NED,44.698,Q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Quarterfinals,3,2,1,,48,KONSTANTINOVAEkaterina,8510,RUS,44.876,Q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Quarterfinals,3,3,3,,69,VALCEPINAArianna,7705,ITA,45.131,,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Quarterfinals,3,4,4,,71,MagdalenaWARAKOMSKA,8502,POL,45.324,,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Quarterfinals,4,2,2,,20,vanRUIJVENLara,7710,NED,44.881,Q,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Quarterfinals,4,3,4,,52,MALAGICHEmina,7989,RUS,44.979,,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,500m,w,Quarterfinals,4,4,3,,104,SelmaPOUTSMA,9004,FRA,45.013,,
