season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2016-2017,ISU World Short Track Championships 2017,1000m,m,Quarterfinals,1,1,1,,53,CharleCOURNOYER,8063,CAN,1:26.064,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,m,Quarterfinals,1,2,3,,179,HOOGERWERFDylan,8497,NED,1:26.122,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,m,Quarterfinals,1,4,4,,15,BYKANOVVladislav,6178,ISR,1:26.190,,
2016-2017,ISU World Short Track Championships 2017,1000m,m,Quarterfinals,1,5,2,,6,WUDajing,7729,CHN,1:26.621,,
2016-2017,ISU World Short Track Championships 2017,1000m,m,Quarterfinals,2,1,3,,72,J.R.CELSKI,7279,USA,1:25.636,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,m,Quarterfinals,2,2,2,,1,HANTianyu,8388,CHN,1:25.950,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,m,Quarterfinals,2,3,1,,159,SINdaWoon,8035,KOR,1:49.714,,
2016-2017,ISU World Short Track Championships 2017,1000m,m,Quarterfinals,2,4,4,,86,BREEUWSMADaan,7218,NED,notime,ADV,
2016-2017,ISU World Short Track Championships 2017,1000m,m,Quarterfinals,2,PEN,5,,27,ViktorKNOCH,6177,HUN,PEN,,
2016-2017,ISU World Short Track Championships 2017,1000m,m,Quarterfinals,3,1,3,,3,ShaolinSandorLIU,7928,HUN,1:25.731,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,m,Quarterfinals,3,2,1,,60,LEEJungSu,7266,KOR,1:25.781,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,m,Quarterfinals,3,3,4,,5,ShaoangLIU,8564,HUN,1:25.962,q,
2016-2017,ISU World Short Track Championships 2017,1000m,m,Quarterfinals,3,4,2,,62,KNEGTSjinkie,7352,NED,1:26.171,,
2016-2017,ISU World Short Track Championships 2017,1000m,m,Quarterfinals,3,5,5,,97,RENZiwei,8601,CHN,1:26.978,,
2016-2017,ISU World Short Track Championships 2017,1000m,m,Quarterfinals,4,1,4,,52,SemenELISTRATOV,7293,RUS,1:26.194,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,m,Quarterfinals,4,2,2,,7,SamuelGIRARD,8600,CAN,1:26.261,Q,
2016-2017,ISU World Short Track Championships 2017,1000m,m,Quarterfinals,4,3,1,,2,HAMELINCharles,6610,CAN,1:26.286,ADV,
2016-2017,ISU World Short Track Championships 2017,1000m,m,Quarterfinals,4,4,3,,34,RyosukeSAKAZUME,7542,JPN,1:26.408,,
2016-2017,ISU World Short Track Championships 2017,1000m,m,Quarterfinals,4,PEN,5,,144,VictorAN,8344,RUS,PEN,,
