season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Semifinals,1,1,3,,338,KOREA,9475,KOR,2:39.366,QA
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Semifinals,1,2,1,,348,RUSSIA,9478,RUS,2:39.450,QA
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Semifinals,1,3,2,,334,KAZAKHSTAN,9474,KAZ,2:40.523,QB
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Semifinals,2,1,2,,326,HUNGARY,9471,HUN,2:42.089,QA
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Semifinals,2,2,3,,324,GREATBRITAIN,9470,GBR,2:44.205,QA
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Semifinals,2,3,1,,309,CANADA,9467,CAN,2:49.485,QB
2018-2019,ISU World Cup 2018/19 - Dresden (GER),2000mRelay,x,Semifinals,2,4,4,,320,GERMANY,9592,GER,2:53.726,QB
