race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,4,,,LIYe,6655,CHN,44.139,
0,2,1,,,ShaniDAVIS,6498,USA,44.528,
0,3,2,,,MichelePONTI,6046,ITA,44.709,
0,4,3,,,BennyBRUGGEMANS,6942,NED,45.375,
1,1,1,,,ApoloAntonOHNO,6497,USA,44.456,
1,2,2,,,LIUYingBao,6554,CHN,44.507,
1,3,5,,,LEESeung-Jae,6621,KOR,44.514,
1,4,4,,,AndreHARTWIG,6635,GER,44.701,
1,5,3,,,KRASNOTSVETOVEvgeni,7016,RUS,44.850,
2,1,3,,,NicolaRODIGARI,6332,ITA,43.681,
2,2,1,,,JALBERTBrian,6424,CAN,43.734,
2,3,2,,,DaneFRANCIS,6429,AUS,43.784,
2,4,4,,,Robbert-KeesBOER,6456,NED,58.838,
3,1,1,,,MINRyoung,6619,KOR,44.042,
3,2,3,,,AdamRIEDY,6630,USA,44.053,
3,3,4,,,AkihiroOMURA,6064,JPN,44.176,
3,4,2,,,PieterGYSEL,6425,BEL,44.332,
