season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",5000mRelay,m,Heats,1,2,3,,207,RUSSIA,7307,RUS,6:57.676,Q
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",5000mRelay,m,Heats,1,3,1,,203,JAPAN,7310,JPN,6:57.992,
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",5000mRelay,m,Heats,2,1,4,,199,CHINA,7303,CHN,7:01.802,Q
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",5000mRelay,m,Heats,2,2,3,,200,FRANCE,7319,FRA,7:04.978,Q
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",5000mRelay,m,Heats,2,3,1,,210,AUSTRALIA,7843,AUS,7:09.345,
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",5000mRelay,m,Heats,2,4,2,,197,BULGARIA,7392,BUL,7:22.710,
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",5000mRelay,m,Heats,3,1,2,,196,UNITEDSTATES,7306,USA,6:59.950,Q
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",5000mRelay,m,Heats,3,2,4,,201,GERMANY,7302,GER,7:01.523,Q
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",5000mRelay,m,Heats,3,3,3,,209,UKRAINE,7308,UKR,7:08.227,
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",5000mRelay,m,Heats,3,4,1,,208,TURKEY,7789,TUR,7:35.932,
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",5000mRelay,m,Heats,4,1,2,,206,KOREA,7300,KOR,6:58.327,Q
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",5000mRelay,m,Heats,4,2,1,,204,NETHERLANDS,7321,NED,6:59.733,Q
2010-2011,"ISU World Cup 2010/2011, CHN, Changchun",5000mRelay,m,Heats,4,3,3,,202,KAZAKHSTAN,7356,KAZ,7:08.314,
