race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,3,,168,JasonCLAGUE,8636,NZL,2:36.604,,
0,2,4,,145,LeonardoPALLA,8615,ITA,2:38.493,,
0,3,1,,105,ANDERMANNNico,8720,AUT,2:39.562,,
0,4,2,,142,YonatonSpencerSUBIN,8579,ISR,2:39.830,,
0,5,5,,161,AriffRasydanMOHAMADFADZLI,8632,MAS,2:47.419,,
0,DNS,6,,141,OmkaraYOGARAJ,8739,IND,DNS,,
1,1,3,,109,DESMETStijn,8706,BEL,2:30.038,,
1,2,1,,112,TarikOMERAGIC,8533,BIH,2:35.464,,
1,3,2,,125,MARTINICIvan,8700,CRO,2:46.684,,
1,4,5,,106,PhilemonRAINER,8594,AUT,2:58.886,,
1,5,4,,177,MichalCUJA,8754,SVK,notime,,
2,1,1,,110,PETREWard,8708,BEL,2:19.563,,
2,2,2,,113,GEORGIEVDimitar,8541,BUL,2:20.227,,
2,3,3,,178,MatejFILIP,8641,SVK,2:30.359,,
2,4,4,,183,TAIJing-Jhe,8757,TPE,2:39.732,,
2,5,5,,135,TSANGKeiWingKelvin,7735,HKG,notime,,
3,1,5,,169,ANIKEJRafal,8749,POL,2:46.436,,
3,2,2,,144,GIORDANOMarco,8616,ITA,2:46.597,,
3,3,1,,182,SUJun-Peng,8643,TPE,2:47.991,,
3,4,4,,188,HANDEIVolodymyr,8525,UKR,2:49.012,,
3,5,3,,162,deVinWONG,8401,MAS,2:53.640,,
3,6,6,,134,CHUSidneyK,8736,HKG,2:58.660,,
4,1,1,,143,ANTONIOLIMattia,8572,ITA,2:34.664,,
4,2,4,,186,DavutTAHTACI,8647,TUR,2:34.835,,
4,3,3,,180,JacobJANSSON,8589,SWE,2:36.007,,
4,4,5,,179,OliverRINGER,8755,SVK,2:37.940,,
4,DNS,2,,101,BLUNDENKeanu,8593,AUS,DNS,,
4,DNS,6,,140,SohanSudhirTARKAR,8569,IND,DNS,,
5,1,1,,129,NAVARROTristan,8559,FRA,2:26.449,,
5,2,6,,170,WojciechKAMIENSKI,8504,POL,2:26.884,,
5,3,5,,124,KOLENCMartin,8604,CRO,2:28.984,,
5,4,2,,181,LINChun-Chieh,8756,TPE,2:33.230,,
5,5,4,,176,IvanMOJSILOVIC,8640,SRB,2:35.966,,
5,PEN,3,,107,WOLFGANGMatthias,8474,AUT,PEN,,
