season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2000-2001,2001 World Cup - Graz,5000MRelay,m,Heats,1,1,4,,,UNITEDSTATES,7306,USA,7:16.193,
2000-2001,2001 World Cup - Graz,5000MRelay,m,Heats,1,2,3,,,CHINA,7303,CHN,7:16.281,
2000-2001,2001 World Cup - Graz,5000MRelay,m,Heats,1,3,1,,,GERMANY,7302,GER,7:18.636,
2000-2001,2001 World Cup - Graz,5000MRelay,m,Heats,1,4,2,,,UKRAINE,7308,UKR,7:23.603,
2000-2001,2001 World Cup - Graz,5000MRelay,m,Heats,2,1,4,,,ITALY,7301,ITA,7:23.550,
2000-2001,2001 World Cup - Graz,5000MRelay,m,Heats,2,2,1,,,AUSTRALIA,7305,AUS,7:24.008,
2000-2001,2001 World Cup - Graz,5000MRelay,m,Heats,2,3,2,,,GREATBRITAIN,7320,GBR,7:24.534,
2000-2001,2001 World Cup - Graz,5000MRelay,m,Heats,2,4,3,,,SLOVAKIA,7328,SVK,7:32.085,
2000-2001,2001 World Cup - Graz,5000MRelay,m,Heats,3,1,2,,,CANADA,7309,CAN,7:23.107,
2000-2001,2001 World Cup - Graz,5000MRelay,m,Heats,3,2,1,,,NETHERLANDS,7321,NED,7:26.598,
2000-2001,2001 World Cup - Graz,5000MRelay,m,Heats,3,3,3,,,HUNGARY,7324,HUN,7:32.497,
2000-2001,2001 World Cup - Graz,5000MRelay,m,Heats,3,DQ,4,,,AUSTRIA,8122,AUT,DQ,
