season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2015-2016,ISU European Short Track Speed Skating Championships® 2016,3000mRelay,w,Semifinals,1,1,1,,311,NETHERLANDS,9040,NED,4:15.207,QA,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,3000mRelay,w,Semifinals,1,2,2,,310,HUNGARY,9043,HUN,4:15.377,QA,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,3000mRelay,w,Semifinals,1,3,3,,306,CZECHREPUBLIC,9065,CZE,4:24.664,QB,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,3000mRelay,w,Semifinals,1,4,4,,307,BULGARIA,9057,BUL,4:26.198,QB,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,3000mRelay,w,Semifinals,2,1,2,,308,RUSSIA,9046,RUS,4:18.448,QA,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,3000mRelay,w,Semifinals,2,2,4,,305,ITALY,9039,ITA,4:18.558,QA,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,3000mRelay,w,Semifinals,2,3,1,,302,GERMANY,9080,GER,4:18.562,QB,
2015-2016,ISU European Short Track Speed Skating Championships® 2016,3000mRelay,w,Semifinals,2,4,3,,301,BELARUS,9079,BLR,4:31.281,QB,
