race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,1,,157,LEEHyoBeen,7941,KOR,2:19.316,Q,
0,2,6,,156,KIMSiUn,8626,KOR,2:19.422,Q,
0,3,5,,162,RobertoPUKITIS,7785,LAT,2:19.600,,
0,4,2,,151,RyuWATANABE,8481,JPN,2:22.197,,
0,5,3,,146,MassimoGURINI,8617,ITA,2:24.402,,
0,6,4,,207,TRANAaron,8528,USA,2:25.954,,
0,7,7,,182,DmitriyDOKOLIN,8417,RUS,3:07.807,,
1,1,5,,120,SebastienGAGNON,8547,CAN,2:26.292,Q,
1,2,1,,136,FelixSPIEGL,7923,GER,2:28.109,Q,
1,3,4,,150,KeiSAITO,8068,JPN,2:44.266,,
1,4,6,,133,KAUFMANN-LUDWIGLeon,8391,GER,notime,ADV,
1,PEN,2,,126,XUFu,8386,CHN,PEN,,
1,PEN,3,,185,EduardSTRELKOV,8408,RUS,PEN,,
2,2,5,,124,RENZiwei,8601,CHN,2:34.320,Q,
2,3,4,,139,ShaolinSandorLIU,7928,HUN,2:34.325,ADV,
2,4,6,,152,NIKISHADenis,8396,KAZ,2:34.867,,
2,5,1,,131,NAVARROTristan,8559,FRA,2:35.854,,
2,PEN,3,,119,AlexanderFATHOULLIN,8546,CAN,PEN,,
