season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,1,1,1,,124,WANGPengyu,9231,CHN,41.868,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,1,2,2,,184,ANIKEJRafal,8749,POL,41.933,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,1,3,5,,214,BrandonKIM,9303,USA,44.416,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,1,4,4,,198,OliverRINGER,8755,SVK,44.897,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,1,5,3,,129,RafaelHEREDIA-BARBA,9098,ESP,59.944,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,2,1,2,,131,FERCOQQuentin,8605,FRA,42.310,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,2,2,1,,144,AndrasSZIKLASI,9053,HUN,42.418,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,2,3,4,,152,LorenzoMORRONE,9250,ITA,42.576,q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,2,4,3,,107,DavidDANNEEL,9217,BEL,44.860,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,2,5,5,,110,MakKRSTIC,8597,BIH,50.381,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,3,1,1,,169,RobertsZVEJNIEKS,8490,LAT,41.425,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,3,2,3,,154,KOIKEKatsunori,9254,JPN,42.370,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,3,3,2,,215,BenjaminTHORNOCK,9147,USA,42.952,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,3,4,4,,211,NEMIRONikita,9212,UKR,43.816,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,3,5,5,,196,DJORDJEVICJovan,9295,SRB,47.207,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,4,1,1,,156,KiichiSHIGEHIRO,9110,JPN,42.034,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,4,2,4,,134,CyprienVACHERON,8733,FRA,42.093,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,4,3,5,,199,JacobJANSSON,8589,SWE,42.404,q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,4,4,3,,185,KrystianGISZKA,9285,POL,45.103,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,4,5,2,,174,HazimSHAHRUM,9272,MAS,1:17.456,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,5,2,2,,192,ArtemDERKACH,9288,RUS,42.815,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,5,3,5,,176,JasperBRUNSMANN,9122,NED,43.095,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,5,4,1,,109,GuillianvanWAASDIJK,9218,BEL,44.204,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,5,5,3,,201,LINChun-Chieh,8756,TPE,44.384,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,6,1,3,,140,IvanRADEVIC,9242,GER,43.428,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,6,2,4,,149,SeanMcANUFF,9198,IRL,43.609,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,6,3,5,,202,SUJun-Peng,8643,TPE,43.685,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,6,4,2,,175,KHALILKhairilRidhwan,9271,MAS,47.967,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,6,PEN,1,,113,LAHIMAKHAYIvan,8652,BLR,PEN,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,7,1,1,,150,MarkCHONG,9109,ITA,42.758,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,7,2,5,,135,JackBURROWS,9101,GBR,43.151,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,7,3,3,,142,TSANGKeiWingKelvin,7735,HKG,46.683,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,7,4,2,,126,JanPOSAVEC,9234,CRO,50.316,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,7,DNF,4,,170,SalvijusRAMANAUSKAS,9119,LTU,DNF,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,8,1,4,,190,SITNIKOVPavel,9133,RUS,42.130,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,8,2,5,,108,DESMETStijn,8706,BEL,43.507,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,8,3,1,,151,PietroMARINELLI,9249,ITA,43.756,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,8,4,3,,197,MichalCUJA,8754,SVK,44.909,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,8,5,2,,106,LIUHeinrich,9082,AUT,47.282,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,9,1,4,,193,SHULGINOVAlexander,8752,RUS,41.549,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,9,2,1,,157,YOSHINAGAKazuki,8745,JPN,41.570,Q,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,9,3,2,,159,GALIAKHMETOVAdil,9260,KAZ,44.055,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,500m,m,Preliminaries,9,4,3,,205,HazarKARAGOL,9009,TUR,44.899,,
