season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
1997-1998,1998 European Championships,5000MRelay,m,Heats,1,1,1,,,ITALY,7301,ITA,4:13.782,
1997-1998,1998 European Championships,5000MRelay,m,Heats,1,2,2,,,SWEDEN,8271,SWE,4:16.598,
1997-1998,1998 European Championships,5000MRelay,m,Heats,1,3,3,,,Norway,8290,NOR,4:19.505,
1997-1998,1998 European Championships,5000MRelay,m,Heats,2,1,1,,,FRANCE,7319,FRA,4:16.281,
1997-1998,1998 European Championships,5000MRelay,m,Heats,2,2,2,,,HUNGARY,7324,HUN,4:19.101,
1997-1998,1998 European Championships,5000MRelay,m,Heats,2,3,3,,,POLAND,7326,POL,4:29.358,
1997-1998,1998 European Championships,5000MRelay,m,Heats,3,1,1,,,NETHERLANDS,7321,NED,4:13.515,
1997-1998,1998 European Championships,5000MRelay,m,Heats,3,2,2,,,RUSSIA,7307,RUS,4:15.985,
1997-1998,1998 European Championships,5000MRelay,m,Heats,3,3,3,,,UKRAINE,7308,UKR,4:31.851,
1997-1998,1998 European Championships,5000MRelay,m,Heats,4,1,1,,,GREATBRITAIN,7320,GBR,4:18.670,
1997-1998,1998 European Championships,5000MRelay,m,Heats,4,2,2,,,GERMANY,7302,GER,4:19.657,
1997-1998,1998 European Championships,5000MRelay,m,Heats,4,DNF,3,,,AUSTRIA,8122,AUT,DNF,
