season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",5000mRelay,m,Semifinals,1,1,3,,310,UNITEDSTATES,7306,USA,6:56.274,Q,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",5000mRelay,m,Semifinals,1,2,1,,314,CANADA,7309,CAN,6:56.285,Q,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",5000mRelay,m,Semifinals,1,3,2,,311,GREATBRITAIN,7320,GBR,7:07.931,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",5000mRelay,m,Semifinals,1,4,4,,313,CHINA,7303,CHN,7:12.326,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",5000mRelay,m,Semifinals,2,1,2,,309,KOREA,7300,KOR,7:00.889,Q,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",5000mRelay,m,Semifinals,2,2,1,,315,GERMANY,7302,GER,7:02.260,Q,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",5000mRelay,m,Semifinals,2,3,4,,308,NETHERLANDS,7321,NED,7:07.527,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",5000mRelay,m,Semifinals,2,4,3,,312,FRANCE,7319,FRA,7:19.283,,
