race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,3,,74,HirokiYOKOYAMA,7932,JPN,1:29.528,Q
0,2,1,,185,CHOEUnSong,9063,PRK,1:29.695,Q
0,3,4,,116,BLUNDENKeanu,8593,AUS,1:29.879,
0,4,2,,182,BartoszKONOPKO,7169,POL,1:30.216,
1,1,3,,88,ThomasInsukHONG,8084,USA,1:28.571,Q
1,2,2,,75,RuslanZAKHAROV,6935,RUS,1:28.623,Q
1,3,1,,33,ZacharyBIGGS,8635,NZL,1:28.756,
1,4,4,,169,ClementFLORAC,8732,FRA,1:28.772,
2,1,1,,16,DavideVISCARDI,7440,ITA,1:30.030,Q
2,2,5,,115,DavutTAHTACI,8647,TUR,1:31.913,Q
2,3,3,,153,ANTONIOLIMattia,8572,ITA,1:51.011,
2,4,4,,20,KeithCARROLL,8449,USA,1:53.856,ADV
2,PEN,2,,85,NAVARROTristan,8559,FRA,PEN,
3,1,2,,32,YOSHINAGAKazuki,8745,JPN,1:31.404,Q
3,2,1,,27,ViktorKNOCH,6177,HUN,1:31.446,Q
3,3,3,,64,XUFu,8386,CHN,1:31.463,
3,4,4,,105,BillySIMMS,7926,GBR,1:31.652,
