season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,w,Quarterfinals,1,2,3,,128,AriannaFONTANA,6227,ITA,1:33.474,Q,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,w,Quarterfinals,1,3,1,,108,JessicaHEWITT,7548,CAN,1:33.785,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,w,Quarterfinals,1,4,4,,136,BibaSAKURAI,7240,JPN,1:33.900,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,w,Quarterfinals,1,5,2,,143,JorienterMORS,6146,NED,1:34.113,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,w,Quarterfinals,2,1,4,,164,KatherineREUTTER-ADAMEK,7255,USA,1:33.772,Q,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,w,Quarterfinals,2,2,1,,120,CHRISTIEElise,7135,GBR,1:33.953,Q,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,w,Quarterfinals,2,3,2,,114,LIUQiuhong,6286,CHN,1:34.242,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,w,Quarterfinals,2,4,3,,107,Marie-EveDROLET,6059,CAN,1:34.527,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,w,Quarterfinals,2,5,5,,144,AnnitavanDOORN,6440,NED,1:35.736,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,w,Quarterfinals,3,1,3,,110,MarianneST-GELAIS,7216,CAN,1:35.264,Q,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,w,Quarterfinals,3,2,5,,112,FANKexin,7694,CHN,1:35.295,Q,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,w,Quarterfinals,3,3,1,,142,YANGShin-Young,7163,KOR,1:35.447,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,w,Quarterfinals,3,4,4,,134,YuiSAKAI,6229,JPN,1:35.593,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,w,Quarterfinals,3,5,2,,163,LanaGEHRING,7254,USA,2:00.897,ADV,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,w,Quarterfinals,4,1,4,,113,LIJianrou,7910,CHN,1:37.524,Q,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,w,Quarterfinals,4,2,1,,141,PARKSeung-Hi,7164,KOR,1:37.663,Q,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,w,Quarterfinals,4,3,3,,155,NinaEVTEEVA,6511,RUS,1:38.010,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,w,Quarterfinals,4,4,2,,117,KaterinaNOVOTNA,6647,CZE,1:38.455,,
2010-2011,"2011 ISU World Short Track Championships, Sheffield, GBR",1000m,w,Quarterfinals,4,5,5,,124,WALTERBianca,7232,GER,1:39.148,,
