season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),2000mRelay,x,Quarterfinals,1,2,3,,512,RUSSIA,9478,RUS,2:46.358,Q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),2000mRelay,x,Quarterfinals,1,PEN,1,,504,GREATBRITAIN,9470,GBR,PEN,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),2000mRelay,x,Quarterfinals,2,1,1,,513,UNITEDSTATES,9479,USA,2:40.712,Q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),2000mRelay,x,Quarterfinals,2,2,4,,511,POLAND,9477,POL,2:42.282,Q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),2000mRelay,x,Quarterfinals,2,3,2,,514,UKRAINE,9480,UKR,2:49.571,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),2000mRelay,x,Quarterfinals,2,PEN,3,,508,KAZAKHSTAN,9474,KAZ,PEN,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),2000mRelay,x,Quarterfinals,3,1,2,,501,CANADA,9467,CAN,2:40.811,Q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),2000mRelay,x,Quarterfinals,3,2,3,,503,FRANCE,9469,FRA,2:41.070,Q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),2000mRelay,x,Quarterfinals,3,3,4,,509,KOREA,9475,KOR,2:53.562,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),2000mRelay,x,Quarterfinals,3,PEN,1,,506,ITALY,9472,ITA,PEN,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),2000mRelay,x,Quarterfinals,4,1,2,,505,HUNGARY,9471,HUN,2:42.399,Q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),2000mRelay,x,Quarterfinals,4,2,3,,510,NETHERLANDS,9476,NED,2:42.717,Q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),2000mRelay,x,Quarterfinals,4,3,1,,507,JAPAN,9473,JPN,2:43.287,
