race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,2,,150,KeiSAITO,8068,JPN,41.704,Q,
0,2,4,,207,TRANAaron,8528,USA,42.822,Q,
0,3,1,,121,SamuelGIRARD,8600,CAN,50.289,ADV,
0,PEN,3,,157,LEEHyoBeen,7941,KOR,PEN,,
1,1,1,,123,CHENGuang,8387,CHN,41.666,Q,
1,2,4,,140,ShaoangLIU,8564,HUN,41.900,Q,
1,3,3,,120,SebastienGAGNON,8547,CAN,42.200,,
1,4,2,,185,EduardSTRELKOV,8408,RUS,52.726,,
2,1,2,,205,John-HenryKRUEGER,7763,USA,41.837,Q,
2,2,1,,139,ShaolinSandorLIU,7928,HUN,41.935,Q,
2,3,3,,126,XUFu,8386,CHN,42.497,,
2,4,4,,155,ZHAXYBAYEVMersaid,8623,KAZ,42.939,,
3,1,1,,152,NIKISHADenis,8396,KAZ,41.027JWR,Q,
3,2,2,,204,InSukHONG,8530,USA,41.625,Q,
3,3,4,,169,HOOGERWERFDylan,8497,NED,41.909,,
3,4,3,,162,RobertoPUKITIS,7785,LAT,58.115,,
