season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1500m,m,RepFinalB,1,1,3,,170,SemenELISTRATOV,7293,RUS,2:22.913,
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1500m,m,RepFinalB,1,2,2,,149,KNEGTSjinkie,7352,NED,2:23.114,
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1500m,m,RepFinalB,1,3,4,,139,BYKANOVVladislav,6178,ISR,2:23.173,
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1500m,m,RepFinalB,1,4,6,,123,GregoryDURAND,6646,FRA,2:23.380,
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1500m,m,RepFinalB,1,5,1,,138,AnthonyDOUGLAS,6301,GBR,2:27.759,
2007-2008,"Samsung ISU World Cup 2007/2008, Canada, Quebec City",1500m,m,RepFinalB,1,6,5,,172,DmytroPOLTAVETS,7221,UKR,2:32.867,
