season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),3000mRelay,w,Semifinals,1,1,3,,302,RUSSIA,9046,RUS,4:15.884,QA,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),3000mRelay,w,Semifinals,1,2,2,,305,KOREA,9044,KOR,4:16.227,QA,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),3000mRelay,w,Semifinals,1,3,4,,306,JAPAN,9047,JPN,4:17.293,QB,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),3000mRelay,w,Semifinals,1,4,1,,308,KAZAKHSTAN,9149,KAZ,4:20.805,QB,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),3000mRelay,w,Semifinals,2,1,4,,303,NETHERLANDS,9040,NED,4:13.444,QA,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),3000mRelay,w,Semifinals,2,2,3,,304,CANADA,9049,CAN,4:24.368,QA,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),3000mRelay,w,Semifinals,2,3,2,,307,BULGARIA,9057,BUL,4:38.468,QB,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),3000mRelay,w,Semifinals,2,PEN,1,,301,ITALY,9039,ITA,PEN,,
