race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,1,,19,ThibautFAUCONNET,6785,FRA,42.779,Q,
0,2,2,,58,WILCZYKSzymon,8472,POL,42.795,Q,
0,3,4,,1,MathiasVOSTE,7888,BEL,42.862,,
0,4,3,,65,MiodragPOPOVIC,6244,SRB,46.781,,
1,1,3,,52,FreekvanderWART,7269,NED,42.193,Q,
1,2,1,,31,SCHUBERTChristoph,7734,GER,43.303,Q,
1,3,4,,14,MARTINICIvan,8700,CRO,45.779,,
1,PEN,2,,66,JoseCAVALLI,7756,SUI,PEN,,
2,1,2,,21,LEPAPESebastien,7554,FRA,41.769,Q,
2,2,4,,64,RuslanZAKHAROV,6935,RUS,42.191,Q,
2,3,3,,40,CONFORTOLAYuri,6561,ITA,42.391,,
2,4,1,,48,MaxBACKSTROM,8590,LUX,46.113,,
3,1,1,,35,ViktorKNOCH,6177,HUN,41.867,Q,
3,2,3,,6,YauheniRYZHOU,7772,BLR,42.914,Q,
3,3,2,,2,NihadBASIC,7889,BIH,46.135,,
3,4,4,,16,VictorMARTINEZ-BLANCH,8703,ESP,1:00.439,,
4,1,2,,60,VictorAN,8344,RUS,41.744,Q,
4,2,3,,68,JacobJANSSON,8589,SWE,45.936,Q,
4,3,1,,10,KlaudioNASRI,8540,BUL,58.747,,
5,1,1,,27,JackWHELBOURNE,7437,GBR,42.470,Q,
5,2,3,,41,DOTTITommaso,7604,ITA,42.625,Q,
5,3,2,,46,RobertsZVEJNIEKS,8490,LAT,42.635,,
5,4,4,,15,MikkelKORITSLAND,8591,DEN,46.946,,
6,1,3,,39,BYKANOVVladislav,6178,ISR,42.558,Q,
6,2,1,,44,DavideVISCARDI,7440,ITA,42.781,Q,
6,3,4,,7,MaksimSIARHEYU,7771,BLR,43.431,,
6,4,2,,67,MatejFILIP,8641,SVK,45.324,,
7,2,1,,75,DmytroPOLTAVETS,7221,UKR,43.305,Q,
7,3,3,,11,TsvetanTSANKOV,7431,BUL,44.987,,
8,1,2,,49,BREEUWSMADaan,7218,NED,42.104,Q,
8,2,3,,30,TorstenKROEGER,7141,GER,42.862,Q,
8,3,1,,3,EdinBRANKOVIC,7256,BIH,45.761,,
8,4,4,,13,KOLENCMartin,8604,CRO,notime,,
9,1,1,,20,VincentJEANNE,7890,FRA,43.011,Q,
9,2,3,,26,PaulSTANLEY,7054,GBR,43.515,Q,
9,3,2,,54,EinarAGDESTEIN,8701,NOR,45.237,,
9,4,4,,17,RogerVALLVERDUIMBERNON,8704,ESP,47.287,,
10,1,2,,61,SemenELISTRATOV,7293,RUS,41.808,Q,
10,2,3,,59,BartoszKONOPKO,7169,POL,42.141,Q,
10,3,4,,45,RobertoPUKITIS,7785,LAT,42.261,,
10,4,1,,72,FiratYARDIMCI,8520,TUR,43.930,,
11,1,3,,37,ShaolinSandorLIU,7928,HUN,42.027,Q,
11,2,2,,74,SerhiyLIFYRENKO,6826,UKR,43.391,Q,
11,3,1,,47,KRUZBERGSKarlis,8629,LAT,45.681,,
11,4,4,,73,NecmettinBerkYETISKEN,8352,TUR,45.864,,
