season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2002-2003,2003 World Cup 6 Canada,5000MRelay,m,Heats,1,1,4,,1012,UNITEDSTATES,7306,USA,7:08.254,Q
2002-2003,2003 World Cup 6 Canada,5000MRelay,m,Heats,1,2,1,,1008,GERMANY,7302,GER,7:08.877,Q
2002-2003,2003 World Cup 6 Canada,5000MRelay,m,Heats,1,3,2,,1015,NETHERLANDS,7321,NED,7:21.195,q
2002-2003,2003 World Cup 6 Canada,5000MRelay,m,Heats,1,DQ,3,,1009,GREATBRITAIN,7320,GBR,DQ,
2002-2003,2003 World Cup 6 Canada,5000MRelay,m,Heats,2,1,1,,1011,KOREA,7300,KOR,7:11.947,Q
2002-2003,2003 World Cup 6 Canada,5000MRelay,m,Heats,2,2,2,,1006,CANADA,7309,CAN,7:13.913,Q
2002-2003,2003 World Cup 6 Canada,5000MRelay,m,Heats,2,3,3,,1014,NEWZEALAND,8171,NZL,7:27.756,q
2002-2003,2003 World Cup 6 Canada,5000MRelay,m,Heats,3,1,1,,1007,CHINA,7303,CHN,7:03.055,Q
2002-2003,2003 World Cup 6 Canada,5000MRelay,m,Heats,3,2,2,,1010,AUSTRALIA,7305,AUS,7:16.815,Q
2002-2003,2003 World Cup 6 Canada,5000MRelay,m,Heats,3,DNF,3,,1013,FRANCE,7319,FRA,DNF,
