season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2006-2007,"23rd Winter Universade, Italy, Torino",3000mRelay,w,SemiFinals,1,1,1,,212,CHINA,7311,CHN,4:24.321,Q
2006-2007,"23rd Winter Universade, Italy, Torino",3000mRelay,w,SemiFinals,1,2,2,,211,CANADA,7312,CAN,4:28.567,Q
2006-2007,"23rd Winter Universade, Italy, Torino",3000mRelay,w,SemiFinals,1,3,3,,215,POLAND,7332,POL,4:31.967,
2006-2007,"23rd Winter Universade, Italy, Torino",3000mRelay,w,SemiFinals,1,4,4,,216,RUSSIA,7315,RUS,4:42.461,
2006-2007,"23rd Winter Universade, Italy, Torino",3000mRelay,w,SemiFinals,2,1,3,,214,KOREA,7314,KOR,4:23.640,Q
2006-2007,"23rd Winter Universade, Italy, Torino",3000mRelay,w,SemiFinals,2,2,1,,213,JAPAN,7304,JPN,4:23.775,Q
2006-2007,"23rd Winter Universade, Italy, Torino",3000mRelay,w,SemiFinals,2,3,2,,217,UNITEDSTATES,7316,USA,4:33.811,
