season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,1,1,5,,69,AnjaOBRADOVIC,9294,SRB,1:46.360,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,1,2,1,,68,PetraJASIC,9293,SRB,1:46.856,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,1,3,3,,3,SamraSELIMBEGOVIC,8532,BIH,1:47.189,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,1,4,4,,9,KalinaGIUROVA,9220,BUL,1:47.552,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,1,5,2,,26,TeresaMorenoBALAGUER,8730,ESP,1:47.913,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,2,1,2,,2,EvelienvanKERCKVOORDE,9216,BEL,1:49.525,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,2,2,3,,77,AnnaMAKOVETSKA,9301,UKR,1:49.754,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,2,3,4,,75,LUChia-Tung,9298,TPE,1:49.949,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,2,4,1,,21,IVANDICMaja,9233,CRO,1:51.063,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,2,5,5,,8,MariaGARKOVA,9088,BUL,1:54.233,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,3,1,5,,35,GloriaCONFORTOLA,9107,ITA,1:40.229,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,3,2,2,,7,MaryiaTSIASELKINA,9219,BLR,1:40.349,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,3,3,3,,27,AinoaCARREOPERIS,9236,ESP,1:40.640,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,3,4,4,,20,IVANDICDanijela,9097,CRO,1:41.378,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,3,5,1,,67,CheyenneGOH,9291,SGP,1:42.960,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,4,1,1,,19,ASCICValentina,8603,CRO,1:41.805,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,4,2,3,,78,UZAKOVAMariia-Mahdalyna,8759,UKR,1:41.975,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,4,3,5,,62,JuliaALBERT,9127,ROU,1:45.417,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,4,4,2,,61,WiktoriaTKACZUK,9282,POL,1:46.101,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,4,5,4,,51,CarolineMURPHY,9268,LUX,2:13.542,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,5,1,1,,30,JACOBSGina,8607,GER,1:41.208,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,5,2,5,,71,RUSNAKOVAPetra,9297,SVK,1:41.310,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,5,3,3,,76,AnnaDAVYDENKO,8648,UKR,1:42.251,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,5,4,2,,52,AshleySookHuiCHIN,8631,MAS,1:42.545,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,5,5,4,,1,KatieFABIAN,9213,AUS,1:43.018,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,6,1,5,,55,EmmavanZUIJLEN,9273,NED,1:49.574,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,6,2,2,,43,AnitaNAGAY,8622,KAZ,1:49.636,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,6,3,3,,57,MikaylaBIGGS,9280,NZL,1:50.692,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,6,4,4,,73,EmaZELINSKA,9296,SVK,2:01.098,,
2016-2017,ISU World Junior Short Track Speed Skating Championships 2017,1000m,w,RankingFinals,6,PEN,1,,25,PetraVANKOVA,8705,CZE,PEN,,
