season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2001-2002,2001 World Cup - Nobeyama,3000MRelay,w,SemiFinals,1,1,2,,,CHINA,7311,CHN,4:25.453,
2001-2002,2001 World Cup - Nobeyama,3000MRelay,w,SemiFinals,1,2,1,,,BULGARIA,7335,BUL,4:27.260,
2001-2002,2001 World Cup - Nobeyama,3000MRelay,w,SemiFinals,1,3,3,,,RUSSIA,7315,RUS,4:27.584,
2001-2002,2001 World Cup - Nobeyama,3000MRelay,w,SemiFinals,2,1,3,,,KOREA,7314,KOR,4:23.440,
2001-2002,2001 World Cup - Nobeyama,3000MRelay,w,SemiFinals,2,2,2,,,JAPAN,7310,JPN,4:28.344,
2001-2002,2001 World Cup - Nobeyama,3000MRelay,w,SemiFinals,2,3,1,,,NETHERLANDS,7322,NED,4:35.756,
