season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),3000mRelay,w,Quarterfinals,1,1,1,,308,KOREA,9044,KOR,4:07.434,Q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),3000mRelay,w,Quarterfinals,1,2,3,,305,ITALY,9039,ITA,4:07.670,Q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),3000mRelay,w,Quarterfinals,1,3,2,,306,JAPAN,9047,JPN,4:07.893,q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),3000mRelay,w,Quarterfinals,2,1,1,,302,CHINA,9048,CHN,4:09.096,Q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),3000mRelay,w,Quarterfinals,2,2,3,,310,POLAND,9041,POL,4:10.932,Q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),3000mRelay,w,Quarterfinals,2,3,4,,312,UNITEDSTATES,9045,USA,4:14.347,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),3000mRelay,w,Quarterfinals,2,4,2,,301,CANADA,9049,CAN,4:16.140,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),3000mRelay,w,Quarterfinals,3,2,4,,309,NETHERLANDS,9040,NED,4:06.499,Q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),3000mRelay,w,Quarterfinals,3,3,2,,304,HUNGARY,9043,HUN,4:10.871,q
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),3000mRelay,w,Quarterfinals,3,4,1,,303,CZECHREPUBLIC,9065,CZE,4:18.470,
