season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2004-2005,"2005 European Championships, Italy",5000MRelay,m,SemiFinals,1,1,4,,1012,ITALY,7301,ITA,7:06.180,Q
2004-2005,"2005 European Championships, Italy",5000MRelay,m,SemiFinals,1,2,2,,1010,GERMANY,7302,GER,7:09.187,Q
2004-2005,"2005 European Championships, Italy",5000MRelay,m,SemiFinals,1,3,1,,1009,BELGIUM,7897,BEL,7:10.485,
2004-2005,"2005 European Championships, Italy",5000MRelay,m,SemiFinals,1,4,3,,1019,GREATBRITAIN,7320,GBR,7:10.502,
2004-2005,"2005 European Championships, Italy",5000MRelay,m,SemiFinals,2,1,4,,1013,NETHERLANDS,7321,NED,7:19.655,Q
2004-2005,"2005 European Championships, Italy",5000MRelay,m,SemiFinals,2,2,3,,1017,UKRAINE,7308,UKR,7:22.838,Q
2004-2005,"2005 European Championships, Italy",5000MRelay,m,SemiFinals,2,DQ,1,,1011,FRANCE,7319,FRA,DQ,
2004-2005,"2005 European Championships, Italy",5000MRelay,m,SemiFinals,2,DQ,2,,1018,RUSSIA,7307,RUS,DQ,
