season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2012-2013,"2013 ISU European Championships, Malmo (SWE)",5000mRelay,m,Semifinals,1,1,3,,406,HUNGARY,7324,HUN,6:58.343,Q,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",5000mRelay,m,Semifinals,1,2,1,,407,ITALY,7301,ITA,6:58.434,Q,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",5000mRelay,m,Semifinals,1,3,2,,404,GREATBRITAIN,7320,GBR,6:58.548,,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",5000mRelay,m,Semifinals,1,4,4,,411,UKRAINE,7308,UKR,7:08.807,,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",5000mRelay,m,Semifinals,2,1,1,,408,NETHERLANDS,7321,NED,6:55.699,Q,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",5000mRelay,m,Semifinals,2,2,3,,410,RUSSIA,7307,RUS,6:58.138,Q,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",5000mRelay,m,Semifinals,2,3,4,,405,GERMANY,7302,GER,6:59.742,,
2012-2013,"2013 ISU European Championships, Malmo (SWE)",5000mRelay,m,Semifinals,2,4,2,,403,FRANCE,7319,FRA,7:01.073,,
