race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,3,,18,ThibautFAUCONNET,6785,FRA,2:13.937,QA,
0,2,1,,19,CONFORTOLAYuri,6561,ITA,2:13.972,QA,
0,3,6,,32,AYRAPETYANDenis,8098,RUS,2:14.018,qA,
0,4,2,,166,SITNIKOVPavel,9133,RUS,2:14.236,QB,
0,5,4,,139,ANTONIOLIMattia,8572,ITA,2:14.361,qB,
0,6,5,,25,MaksimSIARHEYU,7771,BLR,2:15.787,,
0,7,7,,110,AugustinGERE,9270,LUX,notime,,
1,1,4,,14,ShaoangLIU,8564,HUN,2:17.151,QA,
1,3,6,,23,DOTTITommaso,7604,ITA,2:17.394,QB,
1,4,1,,65,BREEUWSMADaan,7218,NED,2:17.516,QB,
1,5,7,,80,LEPAPESebastien,7554,FRA,2:17.591,,
1,6,5,,68,HOOGERWERFDylan,8497,NED,2:17.719,,
1,7,2,,44,MIGUNOVDmitry,9334,FRA,2:25.207,,
2,1,1,,41,BYKANOVVladislav,6178,ISR,2:19.340,QA,
2,2,7,,5,SemenELISTRATOV,7293,RUS,2:19.460,QA,
2,3,2,,31,DESMETStijn,8706,BEL,2:19.573,QB,
2,4,4,,30,SCHUBERTChristoph,7734,GER,2:21.180,QB,
2,5,3,,33,ANDERMANNDominic,8078,AUT,2:21.726,,
2,6,6,,42,TREACYFarrell,8392,GBR,2:48.769,ADB,
2,PEN,5,,27,deLAATItzhak,7746,NED,PEN,,
