race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,3,,98,TakafumiNISHITANI,6323,JPN,43.322,Q,
0,2,1,,67,LIJiajun,7095,CHN,43.324,Q,
0,3,2,,79,JonELEY,6592,GBR,43.336,,
0,4,4,,113,GisleTVERLAND,7063,NOR,45.082,,
1,1,1,,107,LEESeung-Jae,6621,KOR,43.735,Q,
1,2,4,,80,TomIVESON,6898,GBR,44.174,Q,
1,3,3,,84,SebastianPRAUS,6364,GER,44.257,,
1,4,2,,115,MarkJACKSON,6941,NZL,44.391,,
2,1,3,,69,LIHaonan,6658,CHN,44.376,Q,
2,2,2,,117,DariuszKULESZA,6817,POL,44.566,Q,
2,3,4,,127,MatusUZAK,6510,SVK,1:06.812,ADV,
2,DQ,1,,66,SteveROBILLARD,6494,CAN,DQ,,
3,1,2,,65,Jean-FrancoisMONETTE,7096,CAN,42.861,Q,
3,2,4,,68,LIYe,6655,CHN,43.061,Q,
3,3,1,,124,SaschaLAUBER,6634,SUI,43.204,,
3,4,3,,57,MarkMcNEE,6432,AUS,44.042,,
4,1,1,,63,JonathanGUILMETTE,6702,CAN,43.295,Q,
4,2,2,,58,WimdeDEYNE,6699,BEL,43.535,Q,
4,3,3,,119,AlexanderGERTSIKOV,6570,RUS,43.784,,
4,4,4,,114,MatthewFULLER,6448,NZL,45.178,,
5,2,2,,93,FabioCARTA,6001,ITA,43.727,Q,
5,3,4,,85,ArianNACHBAR,6637,GER,43.763,,
5,4,3,,133,VolodymyrGRYGORIEV,6741,UKR,48.158,,
6,1,3,,106,SONGSuk-Woo,7086,KOR,43.561,Q,
6,2,1,,136,RustySMITH,6496,USA,43.791,Q,
6,3,2,,134,VolodymyrCHERNEGA,6041,UKR,44.189,,
6,4,4,,104,AndreySMETANIN,6459,KAZ,46.817,,
7,1,4,,135,ApoloAntonOHNO,6497,USA,43.864,Q,
7,2,1,,74,JeanCharlesMATTEI,6057,FRA,43.934,Q,
7,3,3,,94,NicolaRODIGARI,6332,ITA,43.986,,
7,4,5,,59,PieterGYSEL,6425,BEL,45.446,,
7,5,2,,73,JarmilHRUZA,6503,CZE,45.773,,
