race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,5,,,NinaEVTEEVA,6511,RUS,1:37.313,
0,2,3,,,YukaKAMINO,6945,JPN,1:37.429,
0,3,2,,,DebbiePALMER,6638,GBR,1:37.653,
0,4,4,,,IsabelleCHAREST,6700,CAN,1:37.743,
0,5,1,,,FionavanVOLLENSTEE,6584,RSA,1:48.217,
1,2,3,,,KatiaZINI,6076,ITA,1:44.594,
1,3,1,,,HelenHADDERS,6475,SWE,1:44.884,
1,4,2,,,KatalinKRISTO,6514,ROU,1:45.106,
2,1,5,,,EvgeniaRADANOVA,6775,BUL,1:36.412,
2,2,3,,,TaniaVICENT,6662,CAN,1:36.610,
2,3,2,,,MaureendeLANGE,6535,NED,1:36.670,
2,4,1,,,AikaKLEIN,6359,GER,1:39.764,
2,5,4,,,COLLASCecile,6870,FRA,1:40.112,
3,1,3,,,SUNDandan,6653,CHN,1:36.517,
3,2,5,,,JoannaWILLIAMS,6639,GBR,1:36.809,
3,3,1,,,OlgaDANILOV,6334,ISR,1:36.933,
3,4,4,,,MyrtilleGOLLIN,6714,FRA,1:38.313,
3,5,2,,,AnnaKRASTEVA,6773,BUL,1:39.490,
4,1,2,,,CHOIEun-Kyung,6943,KOR,1:35.722,
4,2,1,,,AmelieGOULET-NADON,6661,CAN,1:35.871,
4,3,4,,,NataliaDMITRIEVA,6512,RUS,1:36.604,
4,4,3,,,SarahLINDSAY,6056,GBR,1:46.821,
4,DQ,5,,,AnoukWIEGERS,6536,NED,DQ,
5,1,3,,,JOOMin-Jin,6616,KOR,1:37.836,
5,2,5,,,IkueTESHIGAWARA,6315,JPN,1:37.922,
5,3,2,,,MartaCAPURSO,6328,ITA,1:38.501,
5,4,1,,,PolonaPEUNIK,6036,SLO,1:46.698,
5,5,4,,,AnkeJannieLANDMAN,6538,NED,2:24.316,
6,1,4,,,YANGsYang,6651,CHN,1:36.498,
6,2,5,,,YvonneKUNZE,6363,GER,1:37.437,
6,3,1,,,VeronikaWINDISCH,6427,AUT,1:38.473,
6,4,2,,,SOLOMATINAOlga,6733,UKR,1:38.538,
6,5,3,,,DanielaVLAEVA,6774,BUL,1:43.235,
7,1,2,,,PARKHye-Won,7085,KOR,1:36.351,
7,2,3,,,ChikageTANAKA,6314,JPN,1:36.407,
7,3,4,,,MaraZINI,6326,ITA,1:36.902,
7,4,5,,,TatianaBORODULINA,7483,RUS,1:36.961,
7,5,1,,,UlrikeLEHMANN,6361,GER,1:37.512,
