season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
1996-1997,1997 World Championships,3000MRelay,w,Heats,1,1,1,,,CHINA,7311,CHN,4:27.855,,
1996-1997,1997 World Championships,3000MRelay,w,Heats,1,2,3,,,GERMANY,7313,GER,4:28.597,,
1996-1997,1997 World Championships,3000MRelay,w,Heats,1,3,2,,,RUSSIA,7315,RUS,4:29.785,,
1996-1997,1997 World Championships,3000MRelay,w,Heats,2,1,1,,,ITALY,7317,ITA,4:29.225,,
1996-1997,1997 World Championships,3000MRelay,w,Heats,2,2,3,,,NETHERLANDS,7322,NED,4:29.982,,
1996-1997,1997 World Championships,3000MRelay,w,Heats,2,3,2,,,BULGARIA,7335,BUL,4:30.495,,
1996-1997,1997 World Championships,3000MRelay,w,Heats,3,1,2,,,JAPAN,7310,JPN,4:26.520,,
1996-1997,1997 World Championships,3000MRelay,w,Heats,3,2,1,,,UNITEDSTATES,7316,USA,4:36.953,,
1996-1997,1997 World Championships,3000MRelay,w,Heats,3,3,3,,,UKRAINE,7334,UKR,4:46.823,,
1996-1997,1997 World Championships,3000MRelay,w,Heats,4,1,2,,,CANADA,7312,CAN,4:23.559,,
1996-1997,1997 World Championships,3000MRelay,w,Heats,4,2,1,,,KOREA,7314,KOR,4:23.634,,
1996-1997,1997 World Championships,3000MRelay,w,Heats,4,3,3,,,AUSTRALIA,8314,AUS,4:43.227,,
1996-1997,1997 World Championships,3000MRelay,w,Heats,4,DNF,4,,,AUSTRIA,8197,AUT,DNF,,
