race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,1,,122,LEESeung-Jae,6621,KOR,1:42.639,Q,
0,2,4,,85,JeffSCHOLTEN,6604,CAN,1:42.876,Q,
0,3,2,,99,AndreHARTWIG,6635,GER,1:43.289,,
0,4,3,,106,BalazsKOVER,6758,HUN,1:44.741,,
1,1,2,,124,SONGSuk-Woo,7086,KOR,1:35.336,Q,
1,2,3,,137,KrystianZDROJKOWSKI,6515,POL,1:35.489,Q,
1,3,1,,153,YevgenYAKOVLEV,6751,UKR,1:35.782,,
1,4,4,,96,LeonFLACK,6641,GBR,1:36.086,,
2,1,1,,90,LIYe,6655,CHN,1:32.352,Q,
2,2,2,,97,TomIVESON,6898,GBR,1:32.558,Q,
2,3,5,,75,WimdeDEYNE,6699,BEL,1:32.670,,
2,4,4,,103,SebastianPRAUS,6364,GER,1:32.810,,
2,5,3,,148,MatusUZAK,6510,SVK,1:33.097,,
3,2,4,,117,SatoruTERAO,6320,JPN,1:33.224,Q,
3,3,3,,119,NikolayFEDORENKO,6312,KAZ,1:33.532,,
3,4,2,,94,JarmilHRUZA,6503,CZE,1:33.849,,
4,1,2,,89,LIJiajun,7095,CHN,1:36.316,Q,
4,2,4,,108,DenisZASLAVSKY,6335,ISR,2:04.563,Q,
4,DQ,1,,141,DmitryVASILENKO,6713,RUS,DQ,,
4,DQ,3,,104,BalazsKNOCH,6341,HUN,DQ,,
5,1,2,,83,JonathanGUILMETTE,6702,CAN,1:30.953,Q,
5,2,3,,113,NicolaRODIGARI,6332,ITA,1:31.108,Q,
5,3,1,,130,CeesJUFFERMANS,6072,NED,1:31.280,,
5,4,4,,79,KirilPANDOV,6779,BUL,1:32.681,,
6,1,2,,84,Jean-FrancoisMONETTE,7096,CAN,1:36.975,Q,
6,2,1,,95,JeanCharlesMATTEI,6057,FRA,1:37.765,Q,
6,3,4,,154,JPKEPKA,6501,USA,1:54.476,ADV,
6,DQ,3,,71,MarkMcNEE,6432,AUS,DQ,,
7,1,2,,155,ApoloAntonOHNO,6497,USA,1:39.216,Q,
7,2,3,,111,FabioCARTA,6001,ITA,1:39.358,Q,
7,3,1,,70,AlexMcEWAN,6428,AUS,1:39.645,,
7,4,4,,80,LubomirPOPOVSKI,6598,BUL,1:40.244,,
