season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",5000mRelay,m,Semifinals,1,1,3,,310,NETHERLANDS,7321,NED,6:50.628,QA,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",5000mRelay,m,Semifinals,1,2,1,,306,GREATBRITAIN,7320,GBR,6:55.262,QA,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",5000mRelay,m,Semifinals,1,3,4,,301,BELGIUM,7897,BEL,7:00.645,,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",5000mRelay,m,Semifinals,1,4,2,,314,UKRAINE,7308,UKR,7:13.161,,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",5000mRelay,m,Semifinals,2,1,1,,312,RUSSIA,7307,RUS,6:53.012,QA,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",5000mRelay,m,Semifinals,2,2,3,,307,GERMANY,7302,GER,6:53.149,QA,
2011-2012,"2012 ISU European Championships, CZE, Mlada Boleslav",5000mRelay,m,Semifinals,2,3,2,,311,POLAND,7326,POL,6:53.329,,
