race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,3,,121,MaximeCHATAIGNIER,6106,FRA,1:32.637,Q,
0,2,4,,109,MaximeFORTIN,7137,CAN,1:32.763,Q,
0,3,2,,136,BYKANOVVladislav,6178,ISR,1:33.880,,
0,4,1,,160,BODOJuraj,7275,SVK,1:37.339,,
0,5,5,,143,PauliusGLUSINAS,7167,LTU,1:41.036,,
1,1,5,,150,LEEJungSu,7266,KOR,1:33.822,Q,
1,2,2,,158,SemenELISTRATOV,7293,RUS,1:34.575,Q,
1,3,1,,113,CHENGEricI,6937,TPE,1:34.932,,
1,4,3,,141,SAULITISJekabs,7267,LAT,1:36.893,,
1,5,4,,170,EdinBRANKOVIC,7256,BIH,1:37.425,,
2,1,4,,169,TrevorMARSICANO,7189,USA,1:35.124,Q,
2,2,2,,148,BartoszKONOPKO,7169,POL,1:35.225,Q,
2,3,1,,145,JorritOOSTEN,6123,NED,1:35.799,,
2,4,3,,101,BenjaminKOCH,6847,AUT,1:39.702,,
3,1,4,,117,PetrHARGAS,6171,CZE,1:33.420,Q,
3,2,2,,133,MarcoBERTOLDI,6180,ITA,1:33.889,Q,
3,3,1,,127,LOUGHREYStuart,6311,GBR,1:35.553,,
3,4,3,,106,ViktorDIMITROV,7128,BUL,1:35.577,,
3,5,5,,163,DejanHORVACKI,6936,SRB,1:46.955,,
4,1,4,,107,VincentANDRE,7134,CAN,1:30.662,Q,
4,2,3,,167,JeffSIMON,7280,USA,1:30.826,Q,
4,3,1,,124,TorstenKROEGER,7141,GER,1:33.429,q,
4,4,5,,114,JakovDOLINIC,6309,CRO,1:35.257,,
4,5,2,,154,GellertPATAKI,6025,,1:36.267,,
5,1,3,,112,WEIJiguang,7155,CHN,1:35.248,Q,
5,2,2,,139,YuMIURA,6181,JPN,1:35.553,Q,
5,3,5,,161,StefanDRAB,6210,SVK,1:36.075,,
5,4,4,,164,KOLODYAZHNYYOleksandr,7277,UKR,1:40.664,,
5,5,1,,155,TEKSECsongor,7271,ROU,1:44.463,,
6,1,2,,131,GaborGALAMBOS,6010,HUN,1:37.779,Q,
6,2,3,,134,GianluigiNOVER,7260,ITA,1:37.945,Q,
6,3,1,,119,OndrejSUCHY,7131,CZE,1:39.658,,
6,4,4,,166,IevgenGUTENOV,7178,UKR,1:40.277,,
7,2,3,,171,YuzoTAKAMIDO,7158,JPN,1:30.657,Q,
7,3,1,,104,ArnoJASPERS,7117,BEL,1:34.042,,
7,4,5,,125,HannesKROEGER,7142,GER,1:34.166,,
7,5,2,,153,PARASCHIVOIUMarius,7270,ROU,1:36.368,,
8,1,2,,128,IanUPCOTT,7257,GBR,1:40.570,Q,
8,2,4,,135,ClaudioRINALDI,7261,ITA,1:40.660,Q,
8,3,3,,118,VojtechLOUDIN,7597,CZE,1:41.320,,
8,4,1,,126,DennisWALZER,7144,GER,1:41.486,,
9,1,2,,111,GAOMing,7154,CHN,1:31.919,Q,
9,2,3,,152,JANGWon-Hoon,7166,KOR,1:32.101,Q,
9,3,4,,149,RafalPIORECKI,7170,POL,1:33.607,,
9,4,1,,129,GerardWILLIAMS,7148,GBR,1:35.537,,
10,1,5,,108,BEANNicholas,6128,CAN,1:33.321,Q,
10,2,2,,147,DariuszKULESZA,6817,POL,1:34.608,Q,
10,3,3,,165,ViktorKOROLOV,7177,UKR,1:36.250,,
10,4,1,,115,BorenZUNAC,6170,CRO,1:38.282,,
10,5,4,,103,UladzislauSHERAKOU,7115,BLR,1:38.518,,
11,1,2,,132,ViktorKNOCH,6177,HUN,1:33.883,Q,
11,2,4,,122,JeremyMASSON,6173,FRA,1:33.980,Q,
11,3,5,,156,EvgeniiKOZULIN,7272,RUS,1:34.048,,
11,4,3,,102,MatthiasSTELZMUELLER,7181,AUT,1:40.389,,
11,5,1,,142,JanisPIUSS,7179,LAT,1:42.781,,
12,1,1,,157,VOLIKOVArtem,7289,RUS,1:38.943,Q,
12,2,4,,130,MartonTAMUS,6202,HUN,1:38.976,Q,
12,3,2,,144,MikeWESTERMAN,7116,NED,1:39.082,,
12,DNF,3,,123,SergePLANCHER,6310,FRA,DNF,,
13,1,4,,146,FreekvanderWART,7269,NED,1:32.337,Q,
13,2,3,,110,YELiming,6219,CHN,1:32.494,Q,
13,3,1,,159,MilosVIGAS,6132,SVK,1:32.990,q,
13,4,5,,168,SimonCHO,7188,USA,2:00.090,,
13,DQ,2,,116,FilipBLEKIC,7143,CRO,DQ,,
