season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),3000mRelay,w,Heats,1,1,3,,310,CHINA,9048,CHN,4:17.639,Q
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),3000mRelay,w,Heats,1,2,4,,302,ITALY,9039,ITA,4:19.551,Q
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),3000mRelay,w,Heats,1,3,1,,304,HUNGARY,9043,HUN,4:20.148,
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),3000mRelay,w,Heats,1,4,2,,301,BULGARIA,9057,BUL,4:29.907,
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),3000mRelay,w,Heats,2,1,3,,309,RUSSIA,9046,RUS,4:17.457,Q
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),3000mRelay,w,Heats,2,2,1,,311,CANADA,9049,CAN,4:17.563,Q
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),3000mRelay,w,Heats,2,3,2,,306,JAPAN,9047,JPN,4:17.881,q
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),3000mRelay,w,Heats,2,4,4,,303,POLAND,9041,POL,4:28.775,
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),3000mRelay,w,Heats,3,2,2,,307,NETHERLANDS,9040,NED,4:14.037,Q
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),3000mRelay,w,Heats,3,3,3,,305,FRANCE,9042,FRA,4:15.907,q
