season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),5000mRelay,m,Semifinals,1,1,2,,315,HUNGARY,9021,HUN,6:43.862,QA
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),5000mRelay,m,Semifinals,1,2,1,,334,RUSSIA,9029,RUS,6:43.867,QA
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),5000mRelay,m,Semifinals,1,3,4,,318,ITALY,9023,ITA,6:44.866,QB
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),5000mRelay,m,Semifinals,1,4,3,,311,FRANCE,9018,FRA,6:58.908,QB
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),5000mRelay,m,Semifinals,2,2,1,,328,NETHERLANDS,9027,NED,6:59.636,QA
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),5000mRelay,m,Semifinals,2,3,3,,321,JAPAN,9024,JPN,6:59.666,QB
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),5000mRelay,m,Semifinals,2,4,2,,306,CHINA,9022,CHN,6:59.728,QB
