race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,103,ShaolinSandorLIU,7928,HUN,1:28.391,Q
0,2,2,,113,HironobuMURATAKE,8671,JPN,1:29.099,Q
0,3,3,,98,SCHUBERTChristoph,7734,GER,1:43.037,ADV
0,PEN,4,,131,BREEUWSMADaan,7218,NED,PEN,
1,1,2,,130,SINdaWoon,8035,KOR,1:25.679,Q
1,2,4,,88,CHENDequan,7918,CHN,1:26.223,Q
1,3,3,,151,ColeKRUEGER,7762,USA,1:26.259,q
1,4,1,,71,PierreBODA,7588,AUS,1:26.808,
2,1,1,,92,WUDajing,7729,CHN,1:27.121,Q
2,2,3,,129,SEOYiRa,7940,KOR,1:27.190,Q
2,3,4,,102,ShaoangLIU,8564,HUN,1:27.260,q
2,4,2,,142,ViacheslavKURGINIAN,6934,RUS,1:27.700,
3,1,3,,85,HAMELINCharles,6610,CAN,1:25.700,Q
3,2,2,,134,KNEGTSjinkie,7352,NED,1:25.918,Q
3,3,1,,90,HANTianyu,8388,CHN,1:25.933,q
3,4,4,,153,PIVIROTTORyan,8650,USA,1:26.116,
4,1,2,,128,PARKSeYeong,7750,KOR,1:27.466,Q
4,2,1,,84,SamuelGIRARD,8600,CAN,1:27.580,Q
4,3,4,,136,FreekvanderWART,7269,NED,1:27.667,q
4,4,3,,140,AYRAPETYANDenis,8098,RUS,1:27.969,
