race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,2,,129,MaximeCHATAIGNIER,6106,FRA,2:18.683,Q
0,2,4,,147,ViktorKNOCH,6177,HUN,2:18.895,Q
0,3,3,,169,NIKISHADenis,8396,KAZ,2:19.335,
0,4,6,,112,DanielZASTRUGOV,7915,BUL,2:28.785,
0,5,5,,107,MaksimSIARHEYU,7771,BLR,2:44.979,ADV
0,PEN,1,,125,YUYongjun,7824,CHN,PEN,
1,1,4,,173,SINdaWoon,8035,KOR,2:13.833,Q
1,2,3,,201,ChrisCREVELING,8440,USA,2:14.498,Q
1,3,5,,160,TakayukiMURATAKE,7442,JPN,2:15.559,
1,4,1,,139,RichardSHOEBRIDGE,7825,GBR,2:15.983,ADV
1,5,2,,168,AydarBEKZHANOV,7623,KAZ,2:21.680,
1,6,6,,185,AdamFILIPOWICZ,6156,POL,2:24.053,
1,PEN,7,,191,ViacheslavKURGINIAN,6934,RUS,PEN,
2,1,5,,170,KIMByeongJun,7287,KOR,2:13.984,Q
2,2,2,,193,RuslanZAKHAROV,6935,RUS,2:14.263,Q
2,3,3,,131,ThibaultCROLET,7920,FRA,2:15.650,
2,4,1,,144,DanielZETZSCHE,7436,GER,2:17.764,
2,5,6,,150,AlexVARNYU,8337,HUN,2:18.093,
2,6,4,,196,OleksiyKOSHELENKO,7121,UKR,2:20.939,
3,1,3,,156,CONFORTOLAYuri,6561,ITA,2:15.030,Q
3,2,1,,151,CsabaBURJAN,7738,HUN,2:17.325,Q
3,3,4,,106,EdinBRANKOVIC,7256,BIH,2:24.556,
3,4,5,,118,GuillaumeBASTILLE,6166,CAN,2:29.789,ADV
3,5,2,,121,WANGXingchun,8470,CHN,3:26.619,ADV
3,PEN,6,,180,ChristiaanBOKKERINK,7611,NED,PEN,
4,1,2,,205,J.R.CELSKI,7279,USA,2:20.290,Q
4,2,4,,181,JeroenSONNEVELD,7624,NED,2:23.905,Q
4,3,1,,109,KirilPANDOV,6779,BUL,2:24.700,
4,4,6,,197,OleksandrZHELTONOG,8439,UKR,2:26.001,
4,5,7,,127,AlvaroPENA,7791,ESP,2:28.366,
4,6,3,,117,FrancoisHAMELIN,6167,CAN,2:32.451,ADV
4,YC,5,,120,HANTianyu,8388,CHN,YC,
5,1,4,,206,JeffSIMON,7280,USA,2:16.741,Q
5,2,2,,163,WATANABEKeita,7605,JPN,2:17.229,Q
5,3,1,,103,PierreBODA,7588,AUS,2:17.258,
5,4,7,,140,SCHUBERTChristoph,7734,GER,2:17.934,
5,5,5,,130,LEPAPESebastien,7554,FRA,2:20.927,ADV
5,6,3,,184,WILCZYKSzymon,8472,POL,2:21.421,
5,PEN,6,,192,SemenELISTRATOV,7293,RUS,PEN,
6,1,4,,159,YuzoTAKAMIDO,7158,JPN,2:14.378,Q
6,2,2,,179,KNEGTSjinkie,7352,NED,2:14.474,Q
6,3,6,,116,VincentCOURNOYER,7432,CAN,2:14.783,q
6,4,1,,136,JoshuaCHEETHAM,7925,GBR,2:16.881,
6,5,5,,164,FedorANDREYEV,7745,KAZ,2:21.945,
6,6,7,,195,ValentynDANILOVSKYI,7895,UKR,2:23.185,
6,PEN,3,,154,CASSINELLIAndrea,7741,ITA,PEN,
