race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,4,,104,LiamO'BRIEN,9163,AUS,1:32.792,,
0,2,1,,110,MakKRSTIC,8597,BIH,1:43.159,,
0,3,2,,117,GeorgiTSVETKOV,9222,BUL,1:43.808,,
0,4,3,,195,LovroZGOZNIK,9292,SLO,2:04.861,,
1,1,1,,174,HazimSHAHRUM,9272,MAS,1:35.434,,
1,2,3,,128,StephaneBARBERAPERALEDA,8731,ESP,1:35.472,,
1,3,2,,175,KHALILKhairilRidhwan,9271,MAS,1:39.945,,
1,DNS,4,,127,StriborSUMAN,9235,CRO,DNS,,
1,DNS,5,,126,JanPOSAVEC,9234,CRO,DNS,,
2,1,2,,201,LINChun-Chieh,8756,TPE,1:38.911,,
2,2,1,,198,OliverRINGER,8755,SVK,1:40.146,,
2,3,3,,106,LIUHeinrich,9082,AUT,1:41.524,,
2,4,4,,148,AshwinCalenDSILVA,9246,IND,1:41.636,,
2,5,5,,147,KavirajPrithviCOIMBATOREASHOK,9245,IND,1:45.224,,
3,1,5,,105,ANDERMANNNico,8720,AUT,1:29.836,,
3,2,4,,185,KrystianGISZKA,9285,POL,1:30.545,,
3,3,1,,194,BorLukaURLEP,8753,SLO,1:32.026,,
3,4,2,,129,RafaelHEREDIA-BARBA,9098,ESP,1:33.411,,
3,PEN,3,,111,TarikOMERAGIC,8533,BIH,PEN,,
4,1,2,,113,LAHIMAKHAYIvan,8652,BLR,1:29.497,,
4,2,1,,114,VladislavMIKHAILOV,9086,BLR,1:29.675,,
4,3,3,,187,TamasANTAL,9128,ROU,1:29.819,,
4,4,5,,142,TSANGKeiWingKelvin,7735,HKG,1:31.865,,
4,5,4,,197,MichalCUJA,8754,SVK,1:32.434,,
5,1,1,,186,BartoszBIELECKI,9208,POL,1:31.957,,
5,2,5,,182,deROSEEthan,9281,NZL,1:32.086,,
5,3,3,,107,DavidDANNEEL,9217,BEL,1:32.218,,
5,4,2,,202,SUJun-Peng,8643,TPE,1:32.885,,
5,5,4,,145,TIBORCZDaniel,9106,HUN,notime,,
6,1,1,,140,IvanRADEVIC,9242,GER,1:29.094,,
6,2,5,,115,GeorgiORLOV,8460,BLR,1:29.272,,
6,3,4,,171,AugustinGERE,9270,LUX,1:29.288,,
6,4,2,,205,HazarKARAGOL,9009,TUR,1:31.134,,
6,5,3,,196,DJORDJEVICJovan,9295,SRB,1:34.225,,
7,1,4,,176,JasperBRUNSMANN,9122,NED,1:25.335,,
7,2,1,,135,JackBURROWS,9101,GBR,1:27.575,,
7,3,3,,138,LucaLOEFFLER,9241,GER,1:27.753,,
7,4,2,,188,AttilaSZASZ,9130,ROU,1:29.733,,
7,5,5,,116,KaloyanANGELOV,9221,BUL,1:58.650,,
8,1,1,,179,BramSTEENAART,9278,NED,1:25.313,,
8,2,2,,199,JacobJANSSON,8589,SWE,1:26.485,,
8,3,3,,209,HANDEIVolodymyr,8525,UKR,1:27.575,,
8,4,5,,149,SeanMcANUFF,9198,IRL,1:28.816,,
8,5,4,,206,TunaySIMSEK,9010,TUR,1:29.897,,
