race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,5,,92,WUDajing,7729,CHN,42.075,Q
0,2,4,,140,AYRAPETYANDenis,8098,RUS,42.431,Q
0,3,3,,112,DavideVISCARDI,7440,ITA,43.260,
0,4,1,,71,PierreBODA,7588,AUS,44.440,
0,5,2,,148,MatthewMAK,8451,SGP,48.329,
1,1,2,,128,PARKSeYeong,7750,KOR,42.044,Q
1,2,1,,93,ZHANGHongchao,8678,CHN,42.234,Q
1,3,5,,121,NIKISHADenis,8396,KAZ,42.282,q
1,4,4,,80,TsvetanTSANKOV,7431,BUL,43.672,
1,5,3,,74,JUNGHyunWoo(Andy),8575,AUS,notime,
2,2,3,,113,HironobuMURATAKE,8671,JPN,41.951,Q
2,3,5,,87,WilliamPREUDHOMME,8545,CAN,42.713,q
2,4,1,,95,KAUFMANN-LUDWIGLeon,8391,GER,43.638,
2,5,4,,100,BenceBERES,7438,HUN,notime,
3,1,2,,116,SatoshiSAKASHITA,6183,JPN,42.037,Q
3,2,4,,125,HANSeungSoo,8673,KOR,42.256,Q
3,3,3,,110,MassimoGURINI,8617,ITA,44.236,
3,4,1,,81,DanielZASTRUGOV,7915,BUL,44.642,
3,PEN,5,,86,FrancoisHAMELIN,6167,CAN,PEN,
4,1,1,,103,ShaolinSandorLIU,7928,HUN,41.923,Q
4,2,3,,131,BREEUWSMADaan,7218,NED,42.002,Q
4,3,2,,76,YauheniRYZHOU,7772,BLR,42.583,q
4,4,4,,97,TorstenKROEGER,7141,GER,42.625,
5,1,3,,89,CHENGuang,8387,CHN,41.962,Q
5,2,4,,136,FreekvanderWART,7269,NED,42.632,Q
5,3,5,,119,AZHGALIYEVAbzal,7685,KAZ,42.973,
5,4,2,,154,SooAnYOO,8674,USA,43.035,
5,5,1,,105,VaidyaGITESHKARAMCHAND,8679,IND,notime,
6,1,3,,126,KWAKYoon-Gy,6120,KOR,42.291,Q
6,2,2,,153,PIVIROTTORyan,8650,USA,42.490,Q
6,3,4,,114,YoshiakiOGURO,7743,JPN,43.178,
6,4,1,,138,JasonCLAGUE,8636,NZL,45.922,
6,PEN,5,,107,CASSINELLIAndrea,7741,ITA,PEN,
7,1,1,,102,ShaoangLIU,8564,HUN,41.846,Q
7,2,4,,82,CharleCOURNOYER,8063,CAN,42.083,Q
7,3,5,,145,DmitryMYASNIKOV,7616,RUS,42.415,q
7,4,2,,133,HOOGERWERFDylan,8497,NED,42.530,
7,5,3,,123,ZHAXYBAYEVMersaid,8623,KAZ,42.806,
