season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),w,Quarterfinals,1,1,1,,28,WANGXinyue,7340,HKG,1:33.185,Q
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),w,Quarterfinals,1,2,2,,52,TatianaBORODULINA,7483,RUS,1:33.203,Q
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),w,Quarterfinals,1,3,4,,11,LIUQiuhong,6286,CHN,1:33.272,QC
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),w,Quarterfinals,1,4,3,,63,TamaraFREDERICK,8062,USA,1:33.709,
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),w,Quarterfinals,2,1,1,,60,KatherineREUTTER-ADAMEK,7255,USA,1:35.705,Q
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),w,Quarterfinals,2,2,3,,35,SayuriSHIMIZU,7544,JPN,1:37.404,Q
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),w,Quarterfinals,2,3,4,,19,PIERRONVeronique,6196,FRA,2:15.937,ADV
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),w,Quarterfinals,2,PEN,2,,27,BernadettHEIDUM,6798,HUN,PEN,
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),w,Quarterfinals,3,1,1,,20,CHRISTIEElise,7135,GBR,1:33.635,Q
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),w,Quarterfinals,3,2,2,,46,SONSoo-Min,7420,KOR,1:33.690,Q
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),w,Quarterfinals,3,3,4,,48,AnnitavanDOORN,6440,NED,1:34.168,QC
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),w,Quarterfinals,3,4,3,,58,AlysonDUDEK,7290,USA,1:34.885,
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),w,Quarterfinals,4,2,3,,13,FANKexin,7694,CHN,1:32.675,Q
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),w,Quarterfinals,4,3,4,,8,KasandraBRADETTE,8058,CAN,1:32.895,QC
2011-2012,"ISU World Cup 2011/2012, JPN, Nagoya",1000m(1),w,Quarterfinals,4,4,2,,43,CHOIJung-Won,7242,KOR,1:33.101,QC
