season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
1997-1998,1998 European Championships,500M,m,Preliminaries,1,1,2,,,ELGETUNBjornar,6996,NOR,43.461,
1997-1998,1998 European Championships,500M,m,Preliminaries,1,2,1,,,NickyGOOCH,6640,GBR,43.591,
1997-1998,1998 European Championships,500M,m,Preliminaries,1,3,4,,,SOLIENKOArtur,7000,BLR,47.446,
1997-1998,1998 European Championships,500M,m,Preliminaries,1,4,3,,,SIEDERHansjoerg,6383,AUT,57.135,
1997-1998,1998 European Championships,500M,m,Preliminaries,2,1,1,,,DaveVERSTEEG,6540,NED,43.546,
1997-1998,1998 European Championships,500M,m,Preliminaries,2,2,4,,,LudovicMATHIEU,6644,FRA,43.660,
1997-1998,1998 European Championships,500M,m,Preliminaries,2,3,2,,,SaschaLAUBER,6634,SUI,45.570,
1997-1998,1998 European Championships,500M,m,Preliminaries,2,4,3,,,LASTAKAUSKASSaulius,7002,LTU,54.964,
1997-1998,1998 European Championships,500M,m,Preliminaries,3,1,1,,,NicolaFRANCESCHINA,6331,ITA,43.158,
1997-1998,1998 European Championships,500M,m,Preliminaries,3,2,2,,,PatrickVERGEER,6485,NED,45.186,
1997-1998,1998 European Championships,500M,m,Preliminaries,3,3,3,,,ZoltanKRISTO,6386,,49.268,
1997-1998,1998 European Championships,500M,m,Preliminaries,3,4,4,,,DERVINISDainius,6384,LTU,1:07.520,
1997-1998,1998 European Championships,500M,m,Preliminaries,4,1,1,,,BrunoLOSCOS,6643,FRA,44.810,
1997-1998,1998 European Championships,500M,m,Preliminaries,4,2,2,,,ZsoltLAJOS,6493,HUN,45.056,
1997-1998,1998 European Championships,500M,m,Preliminaries,4,3,4,,,JulianANGELOV,6776,BUL,45.653,
1997-1998,1998 European Championships,500M,m,Preliminaries,4,4,3,,,SUNDBERGSebastian,6998,DEN,56.471,
1997-1998,1998 European Championships,500M,m,Preliminaries,5,1,1,,,MicheleANTONIOLI,6330,ITA,45.246,
1997-1998,1998 European Championships,500M,m,Preliminaries,5,2,2,,,ROWEMatthew,6489,GBR,46.353,
1997-1998,1998 European Championships,500M,m,Preliminaries,5,3,3,,,ChristianLUKAS,6631,AUT,47.277,
1997-1998,1998 European Championships,500M,m,Preliminaries,5,4,4,,,MATETibor,6382,ROU,52.541,
1997-1998,1998 European Championships,500M,m,Preliminaries,6,1,2,,,SimonvanVOSSEL,7098,BEL,44.206,
1997-1998,1998 European Championships,500M,m,Preliminaries,6,2,4,,,KarolBOBOWICZ,6070,POL,44.449,
1997-1998,1998 European Championships,500M,m,Preliminaries,6,3,1,,,OlegGLEBOV,6495,RUS,44.508,
1997-1998,1998 European Championships,500M,m,Preliminaries,6,4,3,,,HAUPTMANNMarek,6865,GER,44.689,
1997-1998,1998 European Championships,500M,m,Preliminaries,6,5,5,,,VolodymyrCHERNEGA,6041,UKR,44.749,
1997-1998,1998 European Championships,500M,m,Preliminaries,7,1,2,,,PRYCZEKMaciej,7062,POL,44.135,
1997-1998,1998 European Championships,500M,m,Preliminaries,7,2,1,,,DavidCHEVALIER,6744,FRA,44.252,
1997-1998,1998 European Championships,500M,m,Preliminaries,7,3,3,,,GisleTVERLAND,7063,NOR,44.848,
1997-1998,1998 European Championships,500M,m,Preliminaries,7,4,4,,,MiroslavBOIADJIEV,6777,BUL,45.895,
1997-1998,1998 European Championships,500M,m,Preliminaries,8,1,2,,,MASTERSKIHVitali,6676,RUS,44.529,
1997-1998,1998 European Championships,500M,m,Preliminaries,8,2,3,,,OlaJOHANSSON,6042,SWE,44.545,
1997-1998,1998 European Championships,500M,m,Preliminaries,8,3,1,,,JoostSMIT,6541,NED,44.834,
1997-1998,1998 European Championships,500M,m,Preliminaries,8,4,4,,,DenisZASLAVSKY,6335,ISR,45.032,
1997-1998,1998 European Championships,500M,m,Preliminaries,9,1,3,,,IVLIEVAlexei,6994,RUS,43.331,
1997-1998,1998 European Championships,500M,m,Preliminaries,9,2,1,,,FabioCARTA,6001,ITA,43.383,
1997-1998,1998 European Championships,500M,m,Preliminaries,9,3,4,,,MartinJOHANSSON,6509,SWE,43.521,
1997-1998,1998 European Championships,500M,m,Preliminaries,9,4,2,,,BalazsKNOCH,6341,HUN,1:01.658,
1997-1998,1998 European Championships,500M,m,Preliminaries,10,1,1,,,ArianNACHBAR,6637,GER,43.825,
1997-1998,1998 European Championships,500M,m,Preliminaries,10,2,3,,,MatthewJASPER,7093,GBR,43.880,
1997-1998,1998 European Championships,500M,m,Preliminaries,10,3,2,,,YevgenYAKOVLEV,6751,UKR,44.191,
1997-1998,1998 European Championships,500M,m,Preliminaries,10,4,4,,,NILSSONMikael,6385,SWE,45.099,
