season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",5000mRelay,m,Semifinals,1,1,1,,198,UNITEDSTATES,7306,USA,6:56.144,QA
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",5000mRelay,m,Semifinals,1,2,2,,192,ITALY,7301,ITA,6:56.182,QA
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",5000mRelay,m,Semifinals,1,3,3,,196,RUSSIA,7307,RUS,6:56.415,QB
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",5000mRelay,m,Semifinals,1,4,4,,190,GERMANY,7302,GER,7:01.341,QB
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",5000mRelay,m,Semifinals,2,2,1,,188,CHINA,7303,CHN,6:51.659,QA
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",5000mRelay,m,Semifinals,2,3,3,,189,FRANCE,7319,FRA,6:52.146,QB
2010-2011,"ISU World Cup 2010/2011, CAN, Quebec City",5000mRelay,m,Semifinals,2,4,4,,195,NETHERLANDS,7321,NED,6:52.715,QB
