race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,2,,115,Francois-LouisTREMBLAY,6704,CAN,1:28.129,Q,
0,2,4,,233,AlexIZYKOWSKI,6627,USA,1:28.177,Q,
0,3,3,,138,TomIVESON,6898,GBR,1:28.336,,
0,4,1,,203,CeesJUFFERMANS,6072,NED,1:28.788,,
1,1,3,,127,SUIBaoKu,6416,CHN,1:32.900,Q,
1,2,4,,217,BulatVALIULLIN,6820,RUS,1:33.159,Q,
1,3,2,,155,ViktorKNOCH,6177,HUN,1:33.449,ADV,
1,DQ,1,,177,TakafumiNISHITANI,6323,JPN,DQ,,
2,1,4,,117,HAMELINCharles,6610,CAN,1:29.108,Q,
2,2,1,,165,NicolaRODIGARI,6332,ITA,1:29.257,Q,
2,3,3,,223,MatusUZAK,6510,SVK,1:29.566,,
2,4,2,,104,PieterGYSEL,6425,BEL,1:29.586,,
3,1,1,,204,NielsKERSTHOLT,7067,NED,1:27.765,Q,
3,2,3,,166,FabioCARTA,6001,ITA,1:27.773,Q,
3,3,4,,195,HaraldsSILOVS,6458,LAT,1:53.727,ADV,
3,DQ,2,,126,LIHaonan,6658,CHN,DQ,,
4,1,1,,192,LEEHo-Suk,6856,KOR,1:33.201,Q,
4,2,3,,105,WimdeDEYNE,6699,BEL,1:33.797,Q,
4,3,4,,178,FumihikoKAKUBARI,6024,JPN,1:33.867,,
4,4,2,,225,CHENGEricI,6937,TPE,1:36.345,,
5,2,3,,109,AssenPANDOV,6778,BUL,1:35.384,Q,
5,3,1,,149,RobertSEIFERT,6176,GER,1:35.785,,
5,DQ,2,,137,JonELEY,6592,GBR,DQ,,
6,1,3,,190,OHSe-Jong,6620,KOR,1:32.516,Q,
6,2,1,,125,LIYe,6655,CHN,1:32.579,Q,
6,3,4,,234,AnthonyLOBELLO,6958,USA,1:32.713,,
6,4,2,,184,ArturSULTANGALIYEV,6158,KAZ,1:34.265,,
7,1,2,,235,RustySMITH,6496,USA,1:29.731,Q,
7,2,4,,218,RuslanZAKHAROV,6935,RUS,1:30.805,Q,
7,3,1,,179,YoshiharuARINO,6075,JPN,1:35.169,ADV,
7,DQ,3,,116,EricBEDARD,6703,CAN,DQ,,
