season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1000m,w,Semifinals,1,1,5,,7,SCHULTINGSuzanne,8493,NED,1:32.385,QA,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1000m,w,Semifinals,1,2,3,,15,KONSTANTINOVAEkaterina,8510,RUS,1:32.481,QA,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1000m,w,Semifinals,1,3,4,,54,vanRUIJVENLara,7710,NED,1:32.623,QB,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1000m,w,Semifinals,1,4,2,,138,VALCEPINAMartina,7159,ITA,1:32.748,QB,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1000m,w,Semifinals,1,5,1,,11,PetraJASZAPATI,8611,HUN,1:32.829,,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1000m,w,Semifinals,2,2,5,,17,AnnaSEIDEL,8562,GER,1:30.647,QA,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1000m,w,Semifinals,2,3,3,,26,PIERRONVeronique,6196,FRA,1:30.740,QB,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1000m,w,Semifinals,2,4,2,,63,EFREMENKOVAEkaterina,8750,RUS,1:30.991,QB,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1000m,w,Semifinals,2,5,6,,28,MALISZEWSKANatalia,8437,POL,1:31.395,,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1000m,w,Semifinals,2,6,1,,13,PROSVIRNOVASofia,8509,RUS,notime,,
