race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,35,CHOHa-Ri,7028,KOR,2:40.581,QA
0,2,2,,11,FANKexin,7694,CHN,2:40.705,QA
0,3,3,,19,CharlotteGILMARTIN,7136,GBR,2:41.149,QB
0,4,4,,32,MarieYOSHIDA,7417,JPN,2:41.373,QB
0,5,6,,29,YasukoSAKASHITA,6189,JPN,2:42.228,
0,6,5,,12,KONGXue,7151,CHN,3:15.740,
1,1,1,,39,PARKSeung-Hi,7164,KOR,2:27.692,QA
1,2,4,,1,DeannaLOCKETT,7956,AUS,2:28.658,QA
1,3,2,,60,JessicaKOOREMAN,7649,USA,2:28.785,QB
1,4,5,,6,JessicaGREGG,6141,CAN,2:29.076,QB
1,5,6,,55,SarahCHEN,7722,USA,2:30.542,
1,6,3,,30,BibaSAKURAI,7240,JPN,2:30.739,
2,2,4,,24,BernadettHEIDUM,6798,HUN,2:33.699,QA
2,3,5,,47,OlgaBELYAKOVA,7112,RUS,2:33.753,QB
2,4,6,,5,Marie-EveDROLET,6059,CAN,2:33.850,QB
2,5,3,,9,MarianneST-GELAIS,7216,CAN,2:33.918,
2,6,1,,16,XIAOHan,7962,CHN,2:34.483,
