race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,4,,49,HANDEIVolodymyr,8525,UKR,1:48.675,,
0,2,1,,194,MARTINICIvan,8700,CRO,1:48.899,,
0,3,2,,42,IvanMOJSILOVIC,8640,SRB,1:49.825,,
0,4,3,,41,deVinWONG,8401,MAS,1:50.275,,
1,1,1,,198,SalvijusRAMANAUSKAS,9119,LTU,1:59.827,,
1,2,4,,38,LucasNG,8067,SGP,2:00.474,,
1,3,3,,136,MatejFILIP,8641,SVK,2:00.598,,
1,4,2,,138,CHUSidneyK,9056,HKG,2:00.706,,
2,1,1,,33,ZacharyBIGGS,8635,NZL,1:33.239,,
2,2,4,,24,SCHUBERTChristoph,7734,GER,1:33.381,,
2,3,3,,151,RyanMcANUFF,9197,IRL,1:33.472,,
2,4,2,,47,SUJun-Peng,8643,TPE,1:34.143,,
3,1,4,,134,TunaySIMSEK,9010,TUR,1:36.315,,
3,2,1,,150,SebastianCANO,9201,COL,1:44.260,,
3,3,3,,39,EdinBRANKOVIC,7256,BIH,1:48.055,,
3,PEN,2,,48,ANDERMANNDominic,8078,AUT,PEN,,
4,1,2,,84,CASSINELLIAndrea,7741,ITA,1:34.007,,
4,2,3,,35,PierreBODA,7588,AUS,1:34.601,,
4,3,1,,142,GOEMINNEGert-Jan,8707,BEL,1:34.648,,
4,4,4,,119,GEORGIEVDimitar,8541,BUL,1:35.084,,
5,1,4,,45,ANIKEJRafal,8749,POL,1:31.274,,
5,2,2,,22,JensALMEY,8595,BEL,1:31.675,,
5,3,1,,87,MaksimSIARHEYU,7771,BLR,1:31.801,,
5,PEN,3,,143,JacobJANSSON,8589,SWE,PEN,,
6,1,1,,43,DOTTITommaso,7604,ITA,1:32.841,,
6,2,2,,80,JoshuaCHEETHAM,7925,GBR,1:33.814,,
6,3,4,,111,EinarAGDESTEIN,8701,NOR,1:34.345,,
6,PEN,3,,36,RobertsZVEJNIEKS,8490,LAT,PEN,,
7,1,3,,90,WATANABEKeita,7605,JPN,1:28.100,,
7,2,1,,65,ThibautFAUCONNET,6785,FRA,1:28.230,,
7,3,4,,12,NIKISHADenis,8396,KAZ,1:28.445,,
7,4,2,,85,NAVARROTristan,8559,FRA,1:28.512,,
