season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
1998-1999,1999 World Championships,5000MRelay,m,Heats,1,1,1,,,CHINA,7303,CHN,7:08.670,,
1998-1999,1999 World Championships,5000MRelay,m,Heats,1,2,4,,,KOREA,7300,KOR,7:11.008,,
1998-1999,1999 World Championships,5000MRelay,m,Heats,1,3,2,,,JAPAN,7304,JPN,7:12.729,,
1998-1999,1999 World Championships,5000MRelay,m,Heats,1,4,3,,,UNITEDSTATES,7306,USA,7:17.017,,
1998-1999,1999 World Championships,5000MRelay,m,Heats,2,1,1,,,ITALY,7301,ITA,7:10.977,,
1998-1999,1999 World Championships,5000MRelay,m,Heats,2,2,2,,,CANADA,7309,CAN,7:11.862,,
1998-1999,1999 World Championships,5000MRelay,m,Heats,2,3,4,,,GREATBRITAIN,7320,GBR,7:23.595,,
1998-1999,1999 World Championships,5000MRelay,m,Heats,2,4,3,,,HUNGARY,7324,HUN,7:26.225,,
