season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,1,1,2,,409,KOREA,9026,KOR,6:37.749,Q
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,1,2,3,,406,ITALY,9023,ITA,6:37.880,Q
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,1,PEN,1,,412,RUSSIA,9029,RUS,PEN,
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,2,1,3,,402,CHINA,9022,CHN,6:48.067,Q
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,2,2,2,,413,UNITEDSTATES,9032,USA,7:04.485,Q
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,2,3,1,,404,GREATBRITAIN,9019,GBR,7:13.924,
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,2,PEN,4,,411,POLAND,9028,POL,PEN,
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,3,1,3,,410,NETHERLANDS,9027,NED,7:00.023,Q
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,3,2,2,,407,JAPAN,9024,JPN,7:00.274,Q
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,3,3,1,,403,FRANCE,9018,FRA,7:00.375,
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4,1,3,,405,HUNGARY,9021,HUN,6:42.736,Q
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4,2,1,,401,CANADA,9016,CAN,6:42.751,Q
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),5000mRelay,m,Quarterfinals,4,3,2,,408,KAZAKHSTAN,9025,KAZ,6:42.901,
