season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2001-2002,2001 World Cup - Changchun,3000MRelay,w,SemiFinals,1,1,3,,,CHINA,7311,CHN,4:18.589,
2001-2002,2001 World Cup - Changchun,3000MRelay,w,SemiFinals,1,2,1,,,JAPAN,7310,JPN,4:19.620,
2001-2002,2001 World Cup - Changchun,3000MRelay,w,SemiFinals,1,3,2,,,ITALY,7317,ITA,4:19.748,
2001-2002,2001 World Cup - Changchun,3000MRelay,w,SemiFinals,2,1,2,,,KOREA,7314,KOR,4:18.240,
2001-2002,2001 World Cup - Changchun,3000MRelay,w,SemiFinals,2,2,3,,,BULGARIA,7335,BUL,4:23.672,
2001-2002,2001 World Cup - Changchun,3000MRelay,w,SemiFinals,2,3,4,,,RUSSIA,7315,RUS,4:24.100,
2001-2002,2001 World Cup - Changchun,3000MRelay,w,SemiFinals,2,4,1,,,NETHERLANDS,7322,NED,4:30.140,
