season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
1997-1998,1998 World Championships,500M,m,QuarterFinals,1,1,2,,,LEEJun-Hwan,6743,KOR,43.060,,
1997-1998,1998 World Championships,500M,m,QuarterFinals,1,2,3,,,FENGKai,6058,CHN,43.125,,
1997-1998,1998 World Championships,500M,m,QuarterFinals,1,3,4,,,MicheleANTONIOLI,6330,ITA,43.367,,
1997-1998,1998 World Championships,500M,m,QuarterFinals,1,4,5,,,BrunoLOSCOS,6643,FRA,43.500,,
1997-1998,1998 World Championships,500M,m,QuarterFinals,1,DQ,1,,,MarcGAGNON,6701,CAN,DQ,,
1997-1998,1998 World Championships,500M,m,QuarterFinals,2,1,3,,,DROLETFrancois,6966,CAN,43.603,,
1997-1998,1998 World Championships,500M,m,QuarterFinals,2,2,1,,,FabioCARTA,6001,ITA,43.674,,
1997-1998,1998 World Championships,500M,m,QuarterFinals,2,3,4,,,MatthewJASPER,7093,GBR,43.824,,
1997-1998,1998 World Championships,500M,m,QuarterFinals,2,4,2,,,NaoyaTAMURA,6322,JPN,43.942,,
1997-1998,1998 World Championships,500M,m,QuarterFinals,2,5,5,,,YevgenYAKOVLEV,6751,UKR,43.982,,
1997-1998,1998 World Championships,500M,m,QuarterFinals,3,1,2,,,ANYulong,6656,CHN,42.998,,
1997-1998,1998 World Championships,500M,m,QuarterFinals,3,2,4,,,NicolaFRANCESCHINA,6331,ITA,43.308,,
1997-1998,1998 World Championships,500M,m,QuarterFinals,3,3,5,,,MartinJOHANSSON,6509,SWE,43.463,,
1997-1998,1998 World Championships,500M,m,QuarterFinals,3,4,3,,,EricBEDARD,6703,CAN,1:00.087,,
1997-1998,1998 World Championships,500M,m,QuarterFinals,3,DQ,1,,,KIMDong-Sung,6944,KOR,DQ,,
1997-1998,1998 World Championships,500M,m,QuarterFinals,4,1,1,,,SatoruTERAO,6320,JPN,43.224,,
1997-1998,1998 World Championships,500M,m,QuarterFinals,4,2,4,,,YUANYe,6657,CHN,43.317,,
1997-1998,1998 World Championships,500M,m,QuarterFinals,4,3,2,,,CHAEJi-Hoon,6902,KOR,43.416,,
1997-1998,1998 World Championships,500M,m,QuarterFinals,4,4,5,,,DaveVERSTEEG,6540,NED,43.419,,
1997-1998,1998 World Championships,500M,m,QuarterFinals,4,5,3,,,NickyGOOCH,6640,GBR,43.656,,
