season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
1997-1998,1998 World Junior Championships,1500M,m,SemiFinals,1,1,2,,,Francois-LouisTREMBLAY,6704,CAN,2:31.257,
1997-1998,1998 World Junior Championships,1500M,m,SemiFinals,1,2,5,,,PieterGYSEL,6425,BEL,2:31.407,
1997-1998,1998 World Junior Championships,1500M,m,SemiFinals,1,3,3,,,ApoloAntonOHNO,6497,USA,2:31.410,
1997-1998,1998 World Junior Championships,1500M,m,SemiFinals,1,4,4,,,HELASHolger,6506,GER,2:33.555,
1997-1998,1998 World Junior Championships,1500M,m,SemiFinals,1,5,1,,,BAEKKuk-Kun,6375,KOR,2:44.660,
1997-1998,1998 World Junior Championships,1500M,m,SemiFinals,1,6,6,,,KILDIAROVIldous,6629,RUS,2:45.509,
1997-1998,1998 World Junior Championships,1500M,m,SemiFinals,2,1,1,,,LEESeung-Jae,6621,KOR,2:31.698,
1997-1998,1998 World Junior Championships,1500M,m,SemiFinals,2,2,2,,,DanielWEINSTEIN,6940,USA,2:32.150,
1997-1998,1998 World Junior Championships,1500M,m,SemiFinals,2,3,3,,,SimoneRODIGARI,6053,ITA,2:32.594,
1997-1998,1998 World Junior Championships,1500M,m,SemiFinals,2,4,6,,,OZAWARyuichi,6376,JPN,2:33.419,
1997-1998,1998 World Junior Championships,1500M,m,SemiFinals,2,5,4,,,MarkJACKSON,6941,NZL,2:33.571,
1997-1998,1998 World Junior Championships,1500M,m,SemiFinals,2,6,5,,,PRICEMatthew,6378,AUS,2:33.650,
1997-1998,1998 World Junior Championships,1500M,m,SemiFinals,3,1,2,,,LAHEYAndrew,6469,CAN,2:33.611,
1997-1998,1998 World Junior Championships,1500M,m,SemiFinals,3,2,4,,,CeesJUFFERMANS,6072,NED,2:33.833,
1997-1998,1998 World Junior Championships,1500M,m,SemiFinals,3,3,5,,,JoshuaMARDEN,6606,AUS,2:35.439,
1997-1998,1998 World Junior Championships,1500M,m,SemiFinals,3,4,6,,,LeonFLACK,6641,GBR,2:36.689,
1997-1998,1998 World Junior Championships,1500M,m,SemiFinals,3,5,3,,,EGUCHIYosuke,6377,JPN,2:51.988,
1997-1998,1998 World Junior Championships,1500M,m,SemiFinals,3,DQ,1,,,NicolaRODIGARI,6332,ITA,DQ,
