season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
1995-1996,1996 World Championships,1500M,w,Heats,1,1,5,,,CHUNLee-Kyung,6869,KOR,2:42.359,,
1995-1996,1996 World Championships,1500M,w,Heats,1,2,1,,,IsabelleCHAREST,6700,CAN,2:42.491,,
1995-1996,1996 World Championships,1500M,w,Heats,1,3,4,,,SUNDandan,6653,CHN,2:42.620,,
1995-1996,1996 World Championships,1500M,w,Heats,1,4,3,,,YvonneKUNZE,6363,GER,2:42.913,,
1995-1996,1996 World Championships,1500M,w,Heats,1,5,2,,,NataliaSVERCHKOVA,6732,UKR,2:46.181,,
1995-1996,1996 World Championships,1500M,w,Heats,2,1,1,,,KIMYun-Mi,6480,KOR,2:31.655,,
1995-1996,1996 World Championships,1500M,w,Heats,2,2,5,,,LAMBERTNathalie,6014,CAN,2:31.813,,
1995-1996,1996 World Championships,1500M,w,Heats,2,3,4,,,WANGChunlu,6648,CHN,2:31.957,,
1995-1996,1996 World Championships,1500M,w,Heats,2,4,2,,,DAUDETSandrine,6980,FRA,2:34.702,,
1995-1996,1996 World Championships,1500M,w,Heats,2,5,3,,,SZABOLCSISzilvia,6983,HUN,2:35.498,,
1995-1996,1996 World Championships,1500M,w,Heats,3,1,2,,,YANGAYang,6649,CHN,2:39.697,,
1995-1996,1996 World Championships,1500M,w,Heats,3,2,1,,,MarinellaCANCLINI,6327,ITA,2:39.843,,
1995-1996,1996 World Championships,1500M,w,Heats,3,3,5,,,OZAWASachi,6767,JPN,2:40.248,,
1995-1996,1996 World Championships,1500M,w,Heats,3,4,6,,,LUKANOVAAnna,6982,BUL,2:42.749,,
1995-1996,1996 World Championships,1500M,w,Heats,3,5,3,,,KARELINOlga,6984,ISR,2:42.843,,
1995-1996,1996 World Championships,1500M,w,Heats,3,6,4,,,POVEYErika,6979,AUS,2:43.214,,
1995-1996,1996 World Championships,1500M,w,Heats,4,1,1,,,AmyPETERSON,6528,USA,2:38.057,,
1995-1996,1996 World Championships,1500M,w,Heats,4,2,2,,,DebbiePALMER,6638,GBR,2:38.378,,
1995-1996,1996 World Championships,1500M,w,Heats,4,3,3,,,EllenWIEGERS,6555,NED,2:39.507,,
1995-1996,1996 World Championships,1500M,w,Heats,4,4,4,,,KatiaCOLTURI,6760,ITA,2:40.212,,
1995-1996,1996 World Championships,1500M,w,Heats,4,5,5,,,AnniePERREAULT,6660,CAN,2:40.364,,
1995-1996,1996 World Championships,1500M,w,Heats,5,1,5,,,WONHye-Kyung,6759,KOR,2:36.434,,
1995-1996,1996 World Championships,1500M,w,Heats,5,2,3,,,PYLAEVAMarina,6981,RUS,2:36.525,,
1995-1996,1996 World Championships,1500M,w,Heats,5,3,2,,,IkueTESHIGAWARA,6315,JPN,2:36.724,,
1995-1996,1996 World Championships,1500M,w,Heats,5,4,1,,,EvgeniaRADANOVA,6775,BUL,2:38.246,,
1995-1996,1996 World Championships,1500M,w,Heats,5,5,4,,,ErinPORTER,6532,USA,2:38.269,,
