race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,3,,154,LEEJuneSeo,9370,KOR,1:28.656,Q,
0,2,2,,70,TRANAaron,8528,USA,1:29.773,Q,
0,3,4,,67,NurbergenZHUMAGAZIYEV,7349,KAZ,1:29.935,q,
0,4,1,,100,SeanMcANUFF,9198,IRL,1:31.968,,
1,1,2,,31,DESMETStijn,8706,BEL,1:29.123,Q,
1,2,4,,26,HANDEIOleh,9073,UKR,1:31.575,Q,
1,3,1,,36,NicolasLABORDE,9096,COL,1:31.913,q,
1,PEN,3,,27,deLAATItzhak,7746,NED,PEN,,
2,1,1,,2,ShaolinSandorLIU,7928,HUN,1:32.416,Q,
2,2,2,,54,WUDajing,7729,CHN,1:32.502,Q,
2,3,4,,189,BLUNDENKeanu,8593,AUS,1:32.581,q,
2,4,5,,33,ANDERMANNDominic,8078,AUT,1:49.542,,
2,PEN,3,,204,KIKUCHIKota,8620,JPN,PEN,,
3,2,5,,7,RENZiwei,8601,CHN,1:28.885,Q,
3,3,1,,68,HOOGERWERFDylan,8497,NED,1:28.989,q,
3,4,4,,10,SamuelGIRARD,8600,CAN,1:29.513,,
3,5,2,,193,FAJKUSRadek,9335,CZE,1:31.672,,
4,1,3,,11,YOSHINAGAKazuki,8745,JPN,1:32.803,Q,
4,2,1,,136,AlexVARNYU,8337,HUN,1:33.181,Q,
4,3,4,,110,AugustinGERE,9270,LUX,1:33.283,,
4,4,5,,183,TrevorXuXuanTAN,9420,SGP,1:33.383,,
4,5,2,,50,HazimSHAHRUM,9272,MAS,1:36.384,,
5,1,3,,18,ThibautFAUCONNET,6785,FRA,1:29.192,Q,
5,2,4,,19,CONFORTOLAYuri,6561,ITA,1:29.260,Q,
5,3,1,,24,PETREWard,8708,BEL,1:29.504,q,
5,4,5,,212,LINChun-Chieh,8756,TPE,1:34.161,,
5,5,2,,43,DJORDJEVICJovan,9295,SRB,1:48.950,,
6,1,1,,1,HAMELINCharles,6610,CAN,1:30.745,Q,
6,2,2,,167,ThomasInsukHONG,8084,USA,1:30.918,Q,
6,3,3,,82,FiratYARDIMCI,8520,TUR,1:30.974,q,
6,4,4,,185,HANDEIVolodymyr,8525,UKR,1:32.271,,
7,1,5,,6,XUHongzhi,8070,CHN,1:31.612,Q,
7,2,3,,41,BYKANOVVladislav,6178,ISR,1:31.935,Q,
7,3,2,,38,GEORGIEVDimitar,8541,BUL,1:32.535,q,
7,4,4,,166,SITNIKOVPavel,9133,RUS,1:32.786,ADV,
7,YC,1,,29,JUNGHyunWoo(Andy),8575,AUS,YC,,
8,1,5,,3,HWANGDaeHeon,9115,KOR,1:32.291,Q,
8,2,2,,135,LUEDTKEAdrian,9104,GER,1:32.412,Q,
8,3,3,,20,CsabaBURJAN,7738,HUN,1:32.580,q,
8,4,1,,150,GALIAKHMETOVAdil,9260,KAZ,1:34.659,,
8,DNS,4,,42,TREACYFarrell,8392,GBR,DNS,,
9,1,2,,57,WATANABEKeita,7605,JPN,1:29.894,Q,
9,2,4,,23,DOTTITommaso,7604,ITA,1:30.071,Q,
9,3,3,,182,KRUZBERGSRoberts,9117,LAT,1:30.601,q,
9,4,5,,162,MateuszKRZEMINSKI,9412,POL,1:31.833,,
9,5,1,,218,KaloyanANGELOV,9221,BUL,1:39.451,,
10,1,5,,5,SemenELISTRATOV,7293,RUS,1:34.148,Q,
10,2,2,,80,LEPAPESebastien,7554,FRA,1:34.263,Q,
10,3,3,,148,ReinisBERZINS,9267,LAT,1:34.339,,
10,4,1,,209,deROSEEthan,9281,NZL,1:35.800,,
10,5,4,,46,ARADHYAAkash,7739,IND,notime,,
11,1,2,,60,SHULGINOVAlexander,8752,RUS,1:30.827,Q,
11,2,1,,52,KOLENCMartin,8604,CRO,1:31.786,Q,
11,3,4,,125,DUBOISSteven,9092,CAN,1:33.012,q,
11,4,5,,51,TarikOMERAGIC,8533,BIH,1:34.980,,
11,5,3,,28,YauheniRYZHOU,7772,BLR,notime,,
