race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,4,,114,YUYongjun,7824,CHN,1:26.919,Q
0,2,3,,175,TravisJAYNER,6300,USA,1:27.304,Q
0,3,2,,127,IanUPCOTT,7257,GBR,1:27.532,q
0,4,1,,169,SerhiyLIFYRENKO,6826,UKR,1:29.195,
1,1,4,,152,NOHJinkyu,7749,KOR,1:26.626,Q
1,2,1,,124,JackWHELBOURNE,7437,GBR,1:27.273,Q
1,3,2,,162,PavelRYBAKOV,7114,RUS,1:28.459,q
1,4,5,,102,LachlanHAY,6845,AUS,1:29.841,
1,5,3,,140,FedorANDREYEV,7745,KAZ,1:29.904,
2,2,1,,117,CHENDequan,7918,CHN,1:28.488,Q
2,3,5,,130,BYKANOVVladislav,6178,ISR,1:28.619,q
2,4,2,,123,VincentJEANNE,7890,FRA,1:28.738,
2,5,3,,142,AndreySTARZHINSKIY,7744,KAZ,1:29.442,
3,1,2,,154,SINdaWoon,8035,KOR,1:27.649,Q
3,2,1,,145,NielsKERSTHOLT,7067,NED,1:28.005,Q
3,3,3,,122,ThibaultCROLET,7920,FRA,1:28.302,q
3,4,4,,138,NurbergenZHUMAGAZIYEV,7349,KAZ,1:29.609,
4,1,3,,107,MichaelGILDAY,6195,CAN,1:28.431,Q
4,2,4,,132,YumaSAKURAI,6182,JPN,1:28.667,Q
4,3,2,,146,BREEUWSMADaan,7218,NED,1:28.867,
4,4,5,,150,BlakeSKJELLERUP,6549,NZL,1:30.748,
4,5,1,,158,SemenELISTRATOV,7293,RUS,1:42.525,
5,1,1,,113,SONGWeilong,7156,CHN,1:29.900,Q
5,2,4,,161,VladimirGRIGOREV,7826,RUS,1:30.031,Q
5,3,3,,110,AlexandreSTJEAN,7916,CAN,1:30.039,
5,4,5,,103,PierreBODA,7588,AUS,1:31.402,
5,5,2,,163,JuneLiangLIM,8065,SGP,1:48.671,
6,1,1,,131,YuzoTAKAMIDO,7158,JPN,1:27.370,Q
6,2,3,,119,MaximeCHATAIGNIER,6106,FRA,1:27.727,Q
6,3,2,,129,LUIPanToBarton,7551,HKG,1:29.387,
6,4,4,,172,JordanMALONE,6201,USA,1:54.481,
7,1,2,,108,OlivierJEAN,6756,CAN,1:28.815,Q
7,2,1,,149,ChristiaanBOKKERINK,7611,NED,1:29.203,Q
7,3,3,,168,IevgenGUTENOV,7178,UKR,1:29.306,
7,4,5,,133,DaisukeUEMURA,6118,JPN,1:29.321,
7,5,4,,165,LucasNG,8067,SGP,1:48.603,
