race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,5,,172,KWAKYoon-Gy,6120,KOR,2:21.477,Q,
0,2,3,,193,TravisJAYNER,6300,USA,2:21.615,Q,
0,3,1,,175,HaraldsSILOVS,6458,LAT,2:21.895,,
0,4,6,,141,VojtechLOUDIN,7597,CZE,2:22.618,,
0,5,4,,132,FrancoisHAMELIN,6167,CAN,3:00.203,,
0,DQ,2,,166,TakahiroFUJIMOTO,6277,JPN,DQ,,
1,1,4,,143,ThibautFAUCONNET,6785,FRA,2:16.458,Q,
1,3,3,,122,PieterGYSEL,6425,BEL,2:17.015,,
1,4,5,,177,KNEGTSjinkie,7352,NED,2:17.759,,
1,5,6,,150,PaulHERRMANN,6803,GER,2:19.473,,
1,DQ,1,,131,HAMELINCharles,6610,CAN,DQ,,
2,1,3,,191,J.R.CELSKI,7279,USA,2:16.489,Q,
2,2,1,,171,SUNGSi-Bak,6811,KOR,2:16.495,Q,
2,3,4,,137,LIANGWenhao,7594,CHN,2:16.603,,
2,4,2,,144,MaximeCHATAIGNIER,6106,FRA,2:17.142,,
2,5,6,,163,NicolaRODIGARI,6332,ITA,2:17.286,,
2,6,7,,178,NielsKERSTHOLT,7067,NED,2:18.677,,
2,7,5,,133,Francois-LouisTREMBLAY,6704,CAN,2:21.657,,
