race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,2,,136,HANJialiang,6168,CHN,2:24.512,Q,
0,2,1,,175,HaraldsSILOVS,6458,LAT,2:24.778,Q,
0,3,6,,182,JakubJAWORSKI,6816,POL,2:25.625,Q,
0,4,4,,126,AssenPANDOV,6778,BUL,2:25.667,,
0,5,3,,186,TSAIPing-Yuan,6583,TPE,2:32.672,,
0,6,5,,188,MyukerremTOP,7786,TUR,2:39.280,,
1,1,2,,131,HAMELINCharles,6610,CAN,2:21.885,Q,
1,2,3,,151,TysonHEUNG,6240,GER,2:22.082,Q,
1,3,4,,177,KNEGTSjinkie,7352,NED,2:23.534,Q,
1,4,1,,156,BenceBERES,7438,HUN,2:25.254,,
1,5,5,,155,LUIPanToBarton,7551,HKG,2:25.458,,
2,1,4,,191,J.R.CELSKI,7279,USA,2:24.373,Q,
2,2,3,,137,LIANGWenhao,7594,CHN,2:24.579,Q,
2,3,5,,143,ThibautFAUCONNET,6785,FRA,2:25.385,Q,
2,4,1,,179,MarkJACKSON,6941,NZL,2:25.495,,
2,5,2,,181,BartoszKONOPKO,7169,POL,2:33.214,,
2,6,6,,176,JanisPIUSS,7179,LAT,2:53.956,,
3,1,5,,184,SemenELISTRATOV,7293,RUS,2:28.294,Q,
3,2,1,,171,SUNGSi-Bak,6811,KOR,2:28.355,Q,
3,3,3,,145,JonELEY,6592,GBR,2:28.622,Q,
3,DQ,2,,127,KirilPANDOV,6779,BUL,DQ,,
3,DQ,4,,123,EdinBRANKOVIC,7256,BIH,DQ,,
4,1,2,,193,TravisJAYNER,6300,USA,2:18.694,Q,
4,2,4,,160,CONFORTOLAYuri,6561,ITA,2:18.990,Q,
4,3,3,,158,BYKANOVVladislav,6178,ISR,2:19.302,Q,
4,4,5,,169,NurbergenZHUMAGAZIYEV,7349,KAZ,2:19.569,,
4,5,6,,146,JackWHELBOURNE,7437,GBR,2:20.046,,
4,6,1,,187,SelimTANRIKULU,7760,TUR,2:29.921,,
5,1,3,,122,PieterGYSEL,6425,BEL,2:23.059,Q,
5,2,5,,141,VojtechLOUDIN,7597,CZE,2:23.612,Q,
5,3,2,,157,OLAHBence,7439,HUN,2:27.428,Q,
5,4,6,,168,AydarBEKZHANOV,7623,KAZ,2:34.939,,
5,5,4,,192,JordanMALONE,6201,USA,2:48.363,,
5,DQ,1,,167,YumaSAKURAI,6182,JPN,DQ,,
6,1,6,,163,NicolaRODIGARI,6332,ITA,2:17.529,Q,
6,2,3,,132,FrancoisHAMELIN,6167,CAN,2:17.832,Q,
6,3,1,,183,ViacheslavKURGINIAN,6934,RUS,2:19.837,Q,
6,4,2,,189,DmytroPOLTAVETS,7221,UKR,2:21.053,,
6,5,4,,121,MatthiasSTELZMUELLER,7181,AUT,2:21.901,,
6,6,5,,142,AlvaroPENA,7791,ESP,2:50.652,,
7,1,4,,172,KWAKYoon-Gy,6120,KOR,2:21.387,Q,
7,2,2,,166,TakahiroFUJIMOTO,6277,JPN,2:22.504,Q,
7,3,5,,180,BlakeSKJELLERUP,6549,NZL,2:24.137,Q,
7,4,1,,124,SiarheiYAKUSHKOU,6923,BLR,2:25.542,,
7,5,3,,120,AndrePULEC,6054,AUT,2:27.128,,
8,1,2,,144,MaximeCHATAIGNIER,6106,FRA,2:18.891,Q,
8,2,5,,133,Francois-LouisTREMBLAY,6704,CAN,2:18.992,Q,
8,3,4,,178,NielsKERSTHOLT,7067,NED,2:19.177,Q,
8,4,1,,185,MilosVIGAS,6132,SVK,2:20.224,,
8,5,3,,190,OleksiyKOSHELENKO,7121,UKR,2:22.565,,
9,2,3,,165,YuzoTAKAMIDO,7158,JPN,2:26.810,Q,
9,3,5,,150,PaulHERRMANN,6803,GER,2:26.970,Q,
9,4,2,,125,AliaksandrANTANENKA,6850,BLR,2:28.887,,
9,5,1,,159,AlexanderSELEZNOV,6204,ISR,2:36.580,,
