race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,2,,148,ShaolinSandorLIU,7928,HUN,43.455,Q,
0,2,4,,159,HirokiYOKOYAMA,7932,JPN,43.802,Q,
0,3,3,,136,NAVARROTristan,8559,FRA,45.190,,
0,4,1,,163,NikitaRADAYEV,8397,KAZ,45.597,,
0,5,5,,109,DzmitrySTANKEVICH,8535,BLR,46.320,,
1,1,2,,146,CsabaBURJAN,7738,HUN,44.329,Q,
1,2,4,,94,MaksimZHERNOVY,7948,UKR,45.990,Q,
1,3,3,,118,KlaudioNASRI,8540,BUL,46.938,,
1,4,1,,161,NIKISHADenis,8396,KAZ,59.363,,
1,5,5,,172,DembereldavgaDEMCHIGSUREN,8492,MGL,1:21.741,,
2,1,1,,124,CHENDequan,7918,CHN,43.997,Q,
2,2,4,,113,KerimBALIC,8338,BIH,48.566,Q,
2,3,5,,145,TSANGKeiWingKelvin,7735,HKG,48.813,,
2,4,2,,169,RobertsZVEJNIEKS,8490,LAT,55.094,ADV,
2,PEN,3,,144,TREACYFarrell,8392,GBR,PEN,,
3,1,4,,173,deLAATItzhak,7746,NED,44.797,Q,
3,2,1,,149,AlexVARNYU,8337,HUN,44.943,Q,
3,3,3,,133,PaulBEAUCHAMP,8560,FRA,45.059,q,
3,4,2,,117,OlasIVANOV,7914,BUL,49.813,,
4,2,5,,122,DavidGOULET,8384,CAN,43.267,Q,
4,3,1,,162,MadiyarNURPEISOV,8483,KAZ,46.723,,
4,4,4,,196,TeeritVONGKOVIT,8448,THA,46.844,,
4,5,2,,198,ErselARGUN,8521,TUR,48.132,,
5,1,1,,182,WILCZYKSzymon,8472,POL,44.409,Q,
5,2,3,,135,YoannMARTINEZ,8075,FRA,46.580,Q,
5,3,4,,112,AdemirBABAIC,7969,BIH,46.870,,
5,4,2,,177,ChristopherJARDEN,8404,NZL,1:25.082,,
6,1,3,,191,EduardSTRELKOV,8408,RUS,43.849,Q,
6,2,4,,154,PietrodeLORENZIS,8571,ITA,46.621,Q,
6,3,5,,104,NathanielHENRY,7966,AUS,46.888,,
6,4,2,,178,BejaminWHITESIDE,8405,NZL,51.217,,
6,5,1,,102,LucasPAREDES,7965,ARG,51.473,,
7,1,3,,103,PierreBODA,7588,AUS,43.907,Q,
7,2,1,,180,WojciechKAMIENSKI,8504,POL,45.687,Q,
7,3,5,,188,AleksandrKOVAL,8512,RUS,45.688,,
7,4,4,,131,LINYu-Cheng,8389,TPE,47.986,,
7,5,2,,170,deVinWONG,8401,MAS,52.036,,
8,1,2,,165,KIMByungjoon,8487,KOR,43.494,Q,
8,2,5,,96,John-HenryKRUEGER,7763,USA,43.980,Q,
8,3,4,,153,CASSINELLIAndrea,7741,ITA,44.184,q,
8,4,3,,189,AlexanderBUBNOV,8406,RUS,44.653,,
8,5,1,,101,GastonCHAVES,8473,ARG,49.853,,
9,1,3,,156,DanIWASA,8394,JPN,44.412,Q,
9,2,2,,143,BillySIMMS,7926,GBR,44.476,Q,
9,3,1,,140,FelixSPIEGL,7923,GER,44.502,q,
9,4,4,,108,KirylSHLIANAV,8537,BLR,48.655,,
10,1,2,,111,MathiasVOSTE,7888,BEL,43.708,Q,
10,2,3,,142,MurrayCOCHRANE,7927,GBR,45.221,Q,
10,3,5,,93,MykytaSOKOLOV,8438,UKR,45.928,,
10,4,4,,128,CHIUYung-Ming,8517,TPE,47.891,,
10,5,1,,194,MatthewMAK,8451,SGP,53.940,,
11,1,3,,157,KeiSAITO,8068,JPN,44.254,Q,
11,2,2,,137,KAUFMANN-LUDWIGLeon,8391,GER,44.693,Q,
11,3,1,,199,MenderesEREN,8351,TUR,45.098,,
11,4,5,,91,HANDEIVolodymyr,8525,UKR,46.071,,
11,5,4,,192,DusanSTAMENKOVIC,8343,SRB,55.521,,
12,1,2,,166,LEEHyoBeen,7941,KOR,43.002,Q,
12,2,3,,105,ArmstrongLAZENBY,7968,AUS,44.646,Q,
12,3,4,,185,IstvanGALORAVECZ,7753,ROU,45.474,,
12,4,1,,200,FiratYARDIMCI,8520,TUR,48.985,,
12,5,5,,171,BatgereltBATTSOGT,8491,MGL,1:07.084,,
13,1,3,,121,YoanGAUTHIER,8383,CAN,43.595,Q,
13,2,1,,139,SCHUBERTChristoph,7734,GER,45.301,Q,
13,3,4,,186,EmilIMRE,7943,ROU,45.384,,
13,4,2,,119,DanielZASTRUGOV,7915,BUL,46.627,,
14,1,2,,99,RobertoPUKITIS,7785,LAT,45.205,Q,
14,2,3,,97,IanQUINN,8529,USA,46.301,Q,
14,3,5,,115,TarikOMERAGIC,8533,BIH,48.725,,
14,4,1,,193,MikiCHONG,8513,SGP,53.557,,
14,5,4,,183,PhillipSMITH,8508,RSA,54.891,,
15,1,2,,155,DOTTITommaso,7604,ITA,44.733,Q,
15,2,3,,176,DennisVISSER,8498,NED,44.830,Q,
15,3,4,,98,TRANAaron,8528,USA,47.660,,
15,4,5,,129,CHUYing-Hao,8518,TPE,48.119,,
15,5,1,,106,WOLFGANGMatthias,8474,AUT,50.783,,
16,1,2,,126,HANTianyu,8388,CHN,42.913,Q,
16,2,1,,179,RafalGRYCNER,8503,POL,45.442,Q,
16,3,3,,107,AliaksandrARLOU,8459,BLR,45.985,,
16,4,5,,187,TamasRUSZ,8341,ROU,46.086,,
16,5,4,,132,MladenKARLOVIC,8551,CRO,51.336,,
17,1,4,,120,AlexanderFATHOULLIN,8546,CAN,43.780,Q,
17,2,2,,125,CHENGuang,8387,CHN,43.997,Q,
17,3,5,,175,MarkPRINSEN,7936,NED,44.479,q,
