season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",5000mRelay,m,Heats,1,1,2,,614,UNITEDSTATES,7306,USA,6:46.917,Q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",5000mRelay,m,Heats,1,2,1,,607,ITALY,7301,ITA,6:48.556,Q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",5000mRelay,m,Heats,1,3,3,,604,FRANCE,7319,FRA,7:01.419,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",5000mRelay,m,Heats,2,1,3,,612,RUSSIA,7307,RUS,6:47.926,Q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",5000mRelay,m,Heats,2,2,4,,606,HUNGARY,7324,HUN,6:48.020,Q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",5000mRelay,m,Heats,2,3,2,,605,GREATBRITAIN,7320,GBR,6:48.154,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",5000mRelay,m,Heats,2,4,1,,613,TURKEY,7789,TUR,7:06.193,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",5000mRelay,m,Heats,3,1,3,,610,KOREA,7300,KOR,6:40.533,Q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",5000mRelay,m,Heats,3,2,2,,611,NETHERLANDS,7321,NED,6:40.745,Q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",5000mRelay,m,Heats,3,3,1,,608,JAPAN,7310,JPN,6:41.402,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",5000mRelay,m,Heats,3,4,4,,601,AUSTRALIA,7305,AUS,7:05.818,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",5000mRelay,m,Heats,4,1,1,,602,CANADA,7309,CAN,6:44.670,Q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",5000mRelay,m,Heats,4,2,3,,603,CHINA,7303,CHN,6:44.756,Q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",5000mRelay,m,Heats,4,3,2,,609,KAZAKHSTAN,7356,KAZ,6:45.748,
