race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,1,,115,HANTianyu,8388,CHN,1:28.000,Q,
0,2,4,,176,John-HenryKRUEGER,7763,USA,1:28.272,Q,
0,3,3,,168,EduardSTRELKOV,8408,RUS,1:28.949,,
0,4,2,,141,KeiSAITO,8068,JPN,1:30.305,,
1,1,2,,113,CHENDequan,7918,CHN,1:28.971,Q,
1,2,1,,161,LEEHyoBeen,7941,KOR,1:28.985,Q,
1,3,3,,139,DanIWASA,8394,JPN,1:30.225,ADV,
1,PEN,4,,136,DOTTITommaso,7604,ITA,PEN,,
2,1,3,,160,KIMJoonChun,8399,KOR,1:27.298,Q,
2,2,4,,131,CsabaBURJAN,7738,HUN,1:27.326,Q,
2,3,2,,175,ClaudeGILBERT,8410,USA,1:56.054,,
2,PEN,1,,112,AlexandreSTJEAN,7916,CAN,PEN,,
3,2,3,,151,ChristiaanBOKKERINK,7611,NED,1:27.060,Q,
3,3,1,,177,JamesRODOWSKY,7953,USA,1:28.014,,
3,PEN,4,,114,CHENGuang,8387,CHN,PEN,,
