season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2019-2020,ISU World Cup 2019/20 - Dresden (GER),2000mRelay,x,Quarterfinals,1,1,1,,315,KOREA,9475,KOR,2:40.643,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),2000mRelay,x,Quarterfinals,1,2,2,,304,CANADA,9467,CAN,2:40.816,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),2000mRelay,x,Quarterfinals,1,3,3,,308,FRANCE,9469,FRA,2:41.312,q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),2000mRelay,x,Quarterfinals,1,PEN,4,,317,POLAND,9477,POL,PEN,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),2000mRelay,x,Quarterfinals,2,1,2,,316,NETHERLANDS,9476,NED,2:39.165,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),2000mRelay,x,Quarterfinals,2,2,1,,305,CHINA,9468,CHN,2:39.273,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),2000mRelay,x,Quarterfinals,2,3,3,,313,JAPAN,9473,JPN,2:41.216,q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),2000mRelay,x,Quarterfinals,2,4,4,,312,ITALY,9472,ITA,2:44.935,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),2000mRelay,x,Quarterfinals,3,1,3,,311,HUNGARY,9471,HUN,2:40.920,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),2000mRelay,x,Quarterfinals,3,3,2,,320,UNITEDSTATES,9479,USA,2:41.488,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),2000mRelay,x,Quarterfinals,3,4,4,,302,BELGIUM,9594,BEL,2:43.013,
