race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,2,,151,KIMTaeSung,9540,KOR,1:24.653,QA,
0,2,3,,173,MILOVANOVSergei,9289,RUS,1:25.434,QA,
0,3,4,,118,SONGJian,9572,CHN,1:25.527,qA,
0,4,5,,142,MIYATAShogo,9460,JPN,1:26.212,QB,
0,5,1,,160,ROESSven,9487,NED,notime,qB,
1,1,3,,150,JUNGHokYoung,9266,KOR,1:27.274,QA,
1,2,4,,143,YOSHINAGAKazuki,8745,JPN,1:27.334,QA,
1,3,1,,149,CHANGHyunWoo,9539,KOR,1:27.542,QB,
1,4,5,,171,IVLIEVKonstantin,9417,RUS,1:27.977,QB,
1,5,2,,115,NicolasPERREAULT,9513,CAN,1:28.237,qB,
