season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Semifinals,1,1,5,,90,WATANABEKeita,7605,JPN,2:24.275,Q
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Semifinals,1,2,1,,74,HirokiYOKOYAMA,7932,JPN,2:24.437,
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Semifinals,1,3,3,,177,WilliamPREUDHOMME,8545,CAN,2:24.564,
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Semifinals,1,4,4,,30,FelixSPIEGL,7923,GER,2:24.835,
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Semifinals,1,5,2,,88,ThomasInsukHONG,8084,USA,2:24.973,
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Semifinals,1,6,6,,92,ZHAXYBAYEVMersaid,8623,KAZ,2:25.367,
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Semifinals,2,1,4,,73,YoshiakiOGURO,7743,JPN,2:23.736,Q
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Semifinals,2,2,2,,99,DESMETStijn,8706,BEL,2:24.491,
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Semifinals,2,3,6,,110,AlexVARNYU,8337,HUN,2:24.974,
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Semifinals,2,4,1,,101,AydarBEKZHANOV,7623,KAZ,2:26.700,
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Semifinals,2,5,5,,84,CASSINELLIAndrea,7741,ITA,3:21.893,
2016-2017,"ISU World Cup 2016/17 - Salt Lake City, UT (USA)",1500m(1),m,Rep.Semifinals,2,PEN,3,,81,TREACYFarrell,8392,GBR,PEN,
